#OTUID	KOSMOS.D1.M1BS	KOSMOS.D1.MPBS	KOSMOS.D15.M1AS	KOSMOS.D15.MPAS	KOSMOS.D24.M1A	KOSMOS.D24.MPAS	KOSMOS.D32.M1AS	KOSMOS.D32.MPAS	KOSMOS.D36.M1AS	KOSMOS.D36.MPAS	KOSMOS.D42.M1AS	KOSMOS.D42.MPAS	KOSMOS.D48.M1AS	KOSMOS.D48.MPAS	KOSMOS.D8.M1AS	KOSMOS.D8.MPAS
D_3__Micavibrionales_D_4__uncultured$4cab165a75519039476bf1a1528c91ed	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
D_3__Alteromonadales_D_4__Shewanellaceae$4ccd47e204c45feeb6968778fb658d9f	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
D_3__Rhizobiales_D_4__Hyphomicrobiaceae$4da61fe970dac59cc8e8f894360599c7	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
D_3__Saccharimonadales_D_4__uncultured_bacterium$4e17d778a7456df8c6d09131ee40a138	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
4f903a4732708105da8297b69dbee3b8$4f903a4732708105da8297b69dbee3b8	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$5273821e54cc18b522853c6daddffbb3	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
D_3__Bdellovibrionales_D_4__Bacteriovoracaceae$5601a850e1cb3c3e0ad273236125fa67	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
566a6724c2b9f4ebbf4edad4a0e1b9ad$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
D_3__Alteromonadales_D_4__Marinobacteraceae$59883a2e611d70f54a2147517c0ac20c	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
D_3__Clostridiales_D_4__Lachnospiraceae$5cd3072c3003fc04508f020a57285638	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
D_3__Milano-WF1B-44_D_4__uncultured_bacterium$5e000f6adcaccaadbb32d0c1e362c27f	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
6aa7cf2110efbcee000c580eed552728$Unassigned	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6b042b22613eb02b555a560699f87e5b$Unassigned	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0
$6c86f92d8c861aac2ad0815d38ea1535	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
6d4cab4dda0b196c0eb468e12aaaea17$Unassigned	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
6e4bb2fffa2ace1547be4a58824e1e6b$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
6e5a3775ad778947523770d5b6e105be$Unassigned	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Desulfobacterales_D_4__Desulfobulbaceae$6ebb046ba4e7f1d4cc9e9f8c15a0405e	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Cytophagales_D_4__Cyclobacteriaceae$6f4b277332ba8bd4862fdb573e852cdf	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
7422772770efb3e41daa19a7599e5c5e$Unassigned	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
D_3__Micavibrionales_D_4__uncultured$7478be1738fb14db2c28745e85c10fa1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
D_3__Aeromonadales_D_4__Aeromonadaceae$7a23e12fc79a6f7ceafff1bf78022047	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Coxiellales_D_4__Coxiellaceae$7b8a1f8609bec042d6d26c180f8e9201	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
D_3__Thiomicrospirales_D_4__Thiomicrospiraceae$7e1479806f080ae9932c9df83bb3dab0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
803201dcd5ec09c6fdc4dc1f4f7e38e7$Unassigned	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
D_3__Corynebacteriales_D_4__Nocardiaceae$833db5fc68da4898f506a16c38bc6961	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
D_3__SAR11_clade_D_4__Clade_I$84cad057ea463aa7e64a45ace2926ddc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
D_3__SAR11_clade_D_4__Clade_I$8851eb5973c3d6c174f12beab4d918a9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
D_3__Betaproteobacteriales_D_4__Burkholderiaceae$8b9807336527f35aee291ba2816e2d4b	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$8bb0f11c6552bf4b68a5c94a29e9c752	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
8bd2a620aeb3997881a9a09651d275d9$Unassigned	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
8bf9ee16b3597a8db55bb8b957a13212$Unassigned	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0
91a9afa5867d9367201ba0430bb7bcf0$Unassigned	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0
D_3__Micavibrionales_D_4__Micavibrionaceae$984af89eca665b0f80c4ce29a417c7dc	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
D_3__uncultured_marine_bacterium_D_4__uncultured_marine_bacterium$9d630141402d5b1e32ecc0a98818b5b5	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
D_3__Myxococcales_D_4__Sandaracinaceae$9ea797fb8167ce83d58e881780f4154d	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0
D_3__SAR324_clade(Marine_group_B)$9ed1d29e3dad0335f40315f0b7fd2fd1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
D_3__Arctic97B-4_marine_group$9fa97199b6b7acb6e1737402e45ba418	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Pseudonocardiales_D_4__Pseudonocardiaceae$a5698044202b0c882c71e1c0ce8d1d5f	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
D_3__Corynebacteriales_D_4__Mycobacteriaceae$a7209bd8b08a7e74853738800726e2f3	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
D_3__Aeromonadales_D_4__Aeromonadaceae$ab67c1a0b893f570a2cc63dea042e914	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
D_3__Steroidobacterales_D_4__Woeseiaceae$acfe61f860f311ccb2a0529f50a33767	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4	0
D_3__Alteromonadales_D_4__Pseudoalteromonadaceae$ae49acfb424572c8b171a442ddb3e323	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$b11592064cc80542e5b1e0dc07fada11	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$b565b01a087d6297a0bcb49ad62162c2	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
b6c7626ca5ca3d0b1eb4224a2adc571b$Unassigned	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
D_3__Sphingobacteriales_D_4__Lentimicrobiaceae$b86107c9f0f873770fece664807c52c9	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__Micrococcales_D_4__Microbacteriaceae$b9fce28d241f822608d58c689632592d	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
bab5813f1f05ee62dd48913ad7d9cc61$Unassigned	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0
D_3__Campylobacterales_D_4__Arcobacteraceae$c0692b12511f470301ab93b6acf93c79	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$c5a67147a0195a74d8ad6227af203449	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
c73ea3a2042e470218661253907fbc99$Unassigned	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
D_3__Bacteroidales_D_4__Prolixibacteraceae$c93b1c183ad4fe8bad5b6ab90681fb2b	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$ccb748be50c4ffd8c82199c81bb158f4	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
D_3__Oceanospirillales_D_4__Kangiellaceae$cd737e90872b4cca432b4b1d37fe2a0b	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
D_3__Micavibrionales_D_4__uncultured$ce69143dbda292828661e8028556cb9d	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
D_3__Rhizobiales_D_4__Rhizobiaceae$d4da8ae0e62586b01651cba4db6e11fb	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0
da49d93a8c313491d010ad81d2c445fa$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
D_3__Anaerolineales_D_4__Anaerolineaceae$de6313edb70faab98200125ae030957c	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
D_3__Alteromonadales_D_4__Pseudoalteromonadaceae$e048ef6adae61f39ba288b30cc2efac1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
e15404694f8a4ebb7341e2cf6749317c$Unassigned	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$e2ca9857b427cbb0bd10955e4bdad2e9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
D_3__Myxococcales_D_4__P3OB-42$e89ca6d958961faba16708611742aeec	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3	0
D_3__Rickettsiales_D_4__S25-593$e9008f43b382b24fa7af50cf1ea624fc	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
D_3__uncultured_marine_bacterium_D_4__uncultured_marine_bacterium$ea742024b90e6130d1772e3432d26dc9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Actinomarinales_D_4__uncultured$ebdefb4e97f09c747ea24d0e559f2a80	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
D_3__Thiotrichales_D_4__Thiotrichaceae$eff4c90e6f950cce009775bd03d1f36f	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6
D_3__Flavobacteriales_D_4__Flavobacteriaceae$f180534f7b8dd481f20d2630d81c4288	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$f1b4e9aaed6e5a77877292c58e419247	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
D_3__uncultured_marine_bacterium_D_4__uncultured_marine_bacterium$f3404c3c1e6399821b4093dabeec3b57	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0
f817dfd2817a7191bd55b0f5c8dc1d95$Unassigned	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
f910ced2bc2bd34abd16146fd6356ac6$Unassigned	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0
D_3__Desulfobacterales_D_4__Desulfobulbaceae$f9867654a9200fb9cf9560f8101611ab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
D_3__Pedosphaerales_D_4__Pedosphaeraceae$f9873338cd086161afb8cb38c7e1a7bc	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$fa98c4722d2cba9e1642b6dff07ccce8	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
D_3__Sneathiellales_D_4__Sneathiellaceae$fec4cedd399b6753f4565793fa8ddbbc	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
D_3__uncultured_Firmicutes_bacterium_D_4__uncultured_Firmicutes_bacterium$ff1086930b2acb0f7471f7eaaabe66cb	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Calditrichales_D_4__Calditrichaceae$0058cd7a5bde701f6ff39f41f97a3a75	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0
D_3__Cellvibrionales_D_4__Halieaceae$02b95c0068106399cea90a30c42782e7	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
D_3__Bacteroidales_D_4__Prevotellaceae$0430651b1a3643053fde2db0638fff6d	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Corynebacteriales_D_4__Mycobacteriaceae$07de50184e07e0b4cda59fc481ede7e4	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
D_3__Rhodospirillales_D_4__uncultured$0a34b4e376d0e6515c0d6573fe9a05d9	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
D_3__Oceanospirillales_D_4__Kangiellaceae$0a34dcd1bdd274cccb236a38e1d90fff	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
0b279a5b8e012fdf3d986680b148f166$Unassigned	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0
107c9d0f994ec0c5720c1a831ef0eb8c$Unassigned	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Bradymonadales_D_4__uncultured_delta_proteobacterium$11d2c60ab4aba11338df8258fbd337c6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
D_3__Thiotrichales_D_4__Thiotrichaceae$15ae93d7a5e8cea0df748e22c0550a85	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
D_3__Coxiellales_D_4__Coxiellaceae$15f4033b524b21f755f31f347239953c	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$1633ed6f2018cd11c5a0c0d44440e6bc	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
D_3__Clostridiales_D_4__Family_XII$17bb335d2ca26f2da3970bc29b9b9ddb	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$19ed23a69a9157958cd3921393541143	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$1f4d0258f006b924516532a8d7c48e46	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$2008a425fc94721fda4a8661a4dcf99c	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$2277de4418bca36c670909d683de0d99	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
D_3__Cellvibrionales_D_4__Spongiibacteraceae$244b93840b5ce0b8881aee2e556bb84c	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
D_3__Coxiellales_D_4__Coxiellaceae$253cb17100781471d094c30287d632c7	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$27989001aa7f078e87318e98c0a5393b	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$2b584512cbecbe44354a1f5552ee3d9d	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
D_3__Cytophagales_D_4__Cyclobacteriaceae$2bcdb342772e53718b9f42ae1c9d35a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
D_3__Clostridiales_D_4__Family_XII$2f4288a08723c07a2eace21a4d69c0f8	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
30e96a025da5f59769e12c3fbc7b92ba$Unassigned	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
D_3__Opitutales_D_4__Puniceicoccaceae$33baae0b403ecb560e1cb044376d23a4	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Vibrionales_D_4__Vibrionaceae$3e717abf16a08e2cf95b87e61b9b12ea	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
3eda2db98effa86d03c005ae8ce965a8$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
40976b41cd6e841b1ecd89c0a9482727$Unassigned	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
D_3__Betaproteobacteriales_D_4__Burkholderiaceae$41753f7cb57dbc26a2459d9cec6a78f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
48818faec2502db573fb40cc9bf7b36f$Unassigned	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Parvibaculales_D_4__PS1_clade$4beec0494fd4e2ef99e6e4084371ba33	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$4c5fb885976e5f519c3e9475f9ea7e07	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
4f0782ca782e6d1d1d5159acfede51e5$Unassigned	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
D_3__Campylobacterales_D_4__Arcobacteraceae$50285c989e09c36c042df38f1130d3eb	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0
507d1d86dc2e4205547d8bc5ae27cb20$Unassigned	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0
D_3__Rickettsiales_D_4__S25-593$5090329dbedc393db7855881a935806f	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$532aeccf6a549842b150d4be87342282	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0
588c75572248b27710f837a9f7603ecf$Unassigned	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Cryomorphaceae$59669a4eed3b33e1e30ec343d36cb3b3	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
D_3__SAR324_clade(Marine_group_B)$5a2e7e9e5516cb2fa426e6b709690c62	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$5a6cb3435d851150b4021ce2074ea490	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Vibrionales_D_4__Vibrionaceae$5c26f4694ae6fc2994a416465fe4da97	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
D_3__Ignavibacteriales_D_4__PHOS-HE36$5e4c5ff753b0e808e6ebed8785776661	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$63d9c60b659a8542bbd86229ce02316c	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
D_3__Chthoniobacterales_D_4__Terrimicrobiaceae$659ce457c8913ae38d040494c26dc0e4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
665fae165427a4f1f55aaf08de12f6c6$Unassigned	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$666fa293150b31b1c66ee74ff56456e7	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
D_3__SAR11_clade_D_4__Clade_I$683c69f31eb12f98e80611c9092cd397	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Rhizobiales_D_4__Methyloligellaceae$684663e1e227e1d81ee75f28e2964d9a	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
6949ea3f9ca6aa7431444c03aa415ec7$Unassigned	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$69e0c9651ac91ed96e04d307c99d82cb	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
6af6321dc141261d7404edec802d538e$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
D_3__Petrotogales_D_4__Petrotogaceae$6dbda7112a59cfec13596f997dc5126e	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$70f8188308d9629162ab413c261273cc	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__NS9_marine_group$756ba809cea27688dfea04a4ac07f5fe	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
D_3__Opitutales_D_4__Puniceicoccaceae$772686f5f7b9fb25cb7e0bf4e2bfac27	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77319f22624864fb449b74947cafec6d$Unassigned	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
D_3__Balneolales_D_4__Balneolaceae$79473a862aaa691a3277c8c99a3f4c18	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
D_3__Candidatus_Pacebacteria_D_4__uncultured_bacterium$798af189f70aff24332e6f46d4beb2f5	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
7c5070ed4a3c74eb003dc21ffed7b73c$Unassigned	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
D_3__Desulfobacterales_D_4__Desulfobacteraceae$7df34c7efc335c6f05d23085341b998a	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
7f46b2310794ed5ef2f3008b9e5bc8a5$Unassigned	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$7f5466d997e07f3753ca9e1d188c5433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
D_3__Coxiellales_D_4__Coxiellaceae$80fb7f78c699613cf584e10881580398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
81c0688b52981e11e08711f48e603f1f$Unassigned	2	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__Opitutales_D_4__Puniceicoccaceae$81c9a6cba92943762b6fe28cdc49608e	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
D_3__Flavobacteriales_D_4__Cryomorphaceae$82c9ff41dbb3f6e43e034a5115e11422	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Desulfobacterales_D_4__Desulfobacteraceae$82e4c2915005e4b47b26debc423bc630	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
D_3__Desulfovibrionales_D_4__Desulfovibrionaceae$839c44bfdbe17315f308779d50b44bfc	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
85dd3994873ce24886a6fe7bee45159f$Unassigned	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$86a7c1bacf408c9f630e5227aef1a5a9	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
D_3__Sphingomonadales_D_4__Sphingomonadaceae$885b5fd734f30a9c43fea0840d55f5c4	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0
D_3__Rickettsiales_D_4__S25-593$892ac853b36601f44439493d6bd4ba8b	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
D_3__Betaproteobacteriales_D_4__Rhodocyclaceae$89c33ab9505b58f53dc5515cdecc0691	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
D_3__Betaproteobacteriales_D_4__Burkholderiaceae$8ac86a98bf831cd180234b8a8452227c	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5
D_3__Verrucomicrobiales_D_4__Rubritaleaceae$8b15c5ce2b676a7a1c9c5d30edad28bb	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Campylobacterales_D_4__Thiovulaceae$8d0f8bdf89e8a93a46a2f5644383cd56	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
D_3__Kordiimonadales_D_4__uncultured$8dc5e40f3ce5a4bcfc83020e972fe875	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
D_3__Verrucomicrobiales_D_4__Rubritaleaceae$8dde63514932a18ef4df2ed7e885a57f	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$8e5584b06d3752c4f5ba68cf04bf23c7	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
D_3__uncultured_Bacteroidetes_bacterium_D_4__uncultured_Bacteroidetes_bacterium$8f6c6202c087991db49ca5ac233d4d5a	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
D_3__Rhizobiales$923b2ac8f26dbd8bf720746f486c7611	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0
926971e135405dd74474f49588406968$Unassigned	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9525ebd456bf5418330992ccd2333cc6$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
D_3__Ectothiorhodospirales_D_4__Ectothiorhodospiraceae$9542167219325cf3660b93d0086c6b62	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
95f1e5b73c2e63e954db4beff4c4d496$Unassigned	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
96e345a1f789968d9fca429ec35a90a1$Unassigned	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0
9862b55fa9b543964d52d2c761f7efe5$Unassigned	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$99cfabc30a03772b0242ddc308aacae3	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
D_3__Spirochaetales_D_4__Spirochaetaceae$9a5d21cc0ec8d9f2eade6558bf19664c	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Cytophagales_D_4__Cyclobacteriaceae$9aab7d5e1b36886236dca3d3b8af05d0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
9b1119f5517d70ec90d9b26d7971ede2$Unassigned	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
D_3__Alteromonadales_D_4__Pseudoalteromonadaceae$9b47d553328aab8fd53f943180ea685a	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$9b67d731c82d3d261150b4f6b8a18e05	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
9b9e596e03ae83bef69d28407a7d0085$Unassigned	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
9d6ab64fd3f5e65f9997225f52db38e3$Unassigned	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Opitutales_D_4__Puniceicoccaceae$9db12abd3c44371862c7a1ff782cbb8d	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$9fa60f4962e9573b3233e4ba18d541e3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
D_3__Rhodobacterales_D_4__Rhodobacteraceae$9ff8c3263a3eff47fd7abc3f8a9d7c58	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
a341b8f3db6efd2b2948e75ba1ca85df$Unassigned	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0
a34b1e29cd3074ed211d6d33316acc92$Unassigned	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0
a370acfab3defd9320c674e0a0e4dd18$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$a41e9dab20115f8fcf52e8c4bbc0cb88	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
D_3__Alteromonadales_D_4__Marinobacteraceae$a51d67ff07fe48fd30a9138942119e33	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
D_3__Alteromonadales_D_4__Alteromonadaceae$a5e80a990a27388964eefc7d749e3cf8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
