#OTUID	KOSMOS.D1.M1BS	KOSMOS.D1.MPBS	KOSMOS.D15.M1AS	KOSMOS.D15.MPAS	KOSMOS.D24.M1A	KOSMOS.D24.MPAS	KOSMOS.D32.M1AS	KOSMOS.D32.MPAS	KOSMOS.D36.M1AS	KOSMOS.D36.MPAS	KOSMOS.D42.M1AS	KOSMOS.D42.MPAS	KOSMOS.D48.M1AS	KOSMOS.D48.MPAS	KOSMOS.D8.M1AS	KOSMOS.D8.MPAS
D_3__Nitrospinales_D_4__Nitrospinaceae$7ebf1268205a9c34a594e36050403f72	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Caulobacterales_D_4__Hyphomonadaceae$8163ff96f6148e3f62eef5987e2de9e5	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
D_3__Oligoflexales_D_4__053A03-B-DI-P58$81837c026cf6ae4fecedb25fa0774e62	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$81ae253b2f1c636885bd79c44297d93c	0	0	0	0	0	5	0	0	0	0	0	6	0	0	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$84b8c956816ec01b2f8baaee92f7f014	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Parvibaculales_D_4__uncultured$87db70ebe5777152de90bc395ac5a964	0	0	0	0	0	0	0	0	0	0	3	5	0	3	0	0
D_3__Rhizobiales_D_4__Beijerinckiaceae$881534c5606a3ca9296605c148c244ef	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
D_3__Myxococcales_D_4__Nannocystaceae$88b0e35ef96b59ace66516d50a8301a0	0	0	0	0	0	0	0	0	3	0	0	0	8	0	0	0
8a80c16da509b7f485d051f6846435c0$Unassigned	0	0	0	0	0	0	0	0	8	0	0	0	3	0	0	0
D_3__Desulfobacterales_D_4__Desulfobacteraceae$8d35a982c58ed0f9267b37e0eb47f608	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
8d37efe8036e22f5ec67e2320425925a$Unassigned	0	0	6	0	5	0	0	0	0	0	0	0	0	0	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$8dde8601f6e5aa684bc4bc292c551cae	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$903adbc2e50fe381547e4292780a5c80	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
9121f407340959185094ed689fd67540$Unassigned	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$92ef15889e024f3408cf4c339ce19a17	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	5
D_3__SAR11_clade_D_4__Clade_II$93213058fab54fdddf27629a37d635f7	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
96ad62beb11752fd3e538dcbcfc0e4b7$Unassigned	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$9935d0c16cac4cecabb11b729f713dff	0	0	0	0	0	0	0	0	0	0	0	8	0	3	0	0
D_3__Bdellovibrionales_D_4__Bacteriovoracaceae$9a3014a5b54bd2c342bdd71c32f39e6d	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
9c19bb8ce61da2585ba51f2b53b994ea$Unassigned	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
9da1965683c7c96b1163511b3c330a60$9da1965683c7c96b1163511b3c330a60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
9e58bb87b07d0e0600ed4b7c2fb86320$Unassigned	0	0	0	0	0	0	8	0	3	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$a1e14f9dec3baa09dcbfa8977e138bec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
D_3__Flavobacteriales_D_4__NS9_marine_group$a64c783e74e31538002b74c6aa2bc990	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$aaa6f97db3ab2618717c4752bcc90a8b	0	0	0	0	0	0	0	8	0	0	0	0	0	3	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$aaf5a85c4a89f961615d738f769ed0fa	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
D_3__Opitutales_D_4__Puniceicoccaceae$ac75be1530b58c755b5dbc6de65f710f	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__NS9_marine_group$adf60e528e2a9375b81ea62604622a74	0	0	0	0	0	0	0	0	0	0	0	6	0	5	0	0
aed4f8407e9911b40fdd9db489136f07$Unassigned	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
b1523bd20ddcfb0052b14bb9626a3af1$Unassigned	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	7
b81af4e6934280e492da2c25aaa46ffa$Unassigned	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
D_3__Rhizobiales_D_4__Rhizobiaceae$b8b743a7939b372858daa508e73ebeed	0	0	0	0	0	3	0	0	8	0	0	0	0	0	0	0
D_3__Desulfobacterales_D_4__Desulfobulbaceae$b9bdc7c94f70ba397caebce5304c3751	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
D_3__SAR11_clade_D_4__Clade_II$bc42e1c1d6a0851126d540af53cfae41	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
D_3__Bradymonadales_D_4__uncultured_delta_proteobacterium$bd3356c52dd89ab8c6a75a4dfecaa459	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
D_3__Lentisphaerales_D_4__Lentisphaeraceae$bd6aa1ad4744b02439dd2a28621a310c	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$bee9c093a545bd17005d6beace88a321	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
D_3__Dadabacteriales$c754b700f10c42f72bfbfff017ee995f	0	0	0	0	0	5	0	0	0	6	0	0	0	0	0	0
D_3__Nitrosococcales_D_4__Methylophagaceae$c7ff82af57d0a40740f7b29ef79711ec	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0
D_3__Anaerolineales_D_4__Anaerolineaceae$c8e4af55fd27003678347958eb131dec	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$ca3462fae5594407e6ed508dac0fcd43	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
D_3__Clostridiales_D_4__Family_XII$d12fc4d92a786fce8838f06b419752ae	0	0	0	0	6	0	5	0	0	0	0	0	0	0	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$d18ce10d1ff8009b66ccc01e90f993ee	0	0	0	0	6	0	0	0	0	0	0	0	5	0	0	0
d8068282a27c0daf26f2672dba979c36$Unassigned	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
D_3__Bacteroidales_D_4__Marinilabiliaceae$d9104b45210fb37d6a55a2f022ea1bdf	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	6
D_3__Desulfobacterales_D_4__Desulfobacteraceae$dbc9f1f6da78e50d44004fb3f84390fa	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
D_3__Alteromonadales_D_4__Colwelliaceae$dd963d4091efe4956e1d5aaea407a07f	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
D_3__Bacteroidetes_VC2.1_Bac22_D_4__uncultured_bacterium$de402138d71a5ae65e795793f7ef0288	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0
$e06db1398bd81e061a7a3569b107d83f	0	0	0	0	0	0	0	6	0	0	0	0	0	0	5	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$e1c1b9d9126678798ebcfe04c03eb1b3	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
D_3__Bdellovibrionales_D_4__Bacteriovoracaceae$e28d0b42e8fc062e36eebe87b0b53458	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
ea26fca087d577e9e4c9155930a15c95$Unassigned	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$eb9eb3ed1d39dd85d63c04ae4e489f93	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
ed5ce811d32518437867c951a63f62d2$Unassigned	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
D_3__Rhizobiales_D_4__Devosiaceae$ed5d8d26165966388674c090c9d9a7c8	0	0	0	0	0	0	9	0	0	0	0	0	0	2	0	0
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$f371d334299c02eb0de7e507811df12b	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3
f39ff89f067bf07f82fe72271dae2e54$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
D_3__Cellvibrionales_D_4__Halieaceae$f87cc9b33a933ada1be125156ac7146f	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Vibrionales_D_4__Vibrionaceae$fd0debe32850397d3f551c3b61a732e8	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
fe5c7f5fcb9b41e946ffa329044b3dee$Unassigned	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__NS9_marine_group$01f537c9c902dfabd8faee9b72411e71	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
D_3__Desulfobacterales_D_4__Desulfobacteraceae$030f537bf637ddca024fd1d83e0ecd0f	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__NS9_marine_group$11a5d3c8c301338230b040fca9ea4575	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4	0
140ef0f96cb10dd3baede786ed9f6153$Unassigned	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0
14effb8d5da5378c9c30aecfcce16797$Unassigned	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4
D_3__Rhodobacterales_D_4__Rhodobacteraceae$1515d38f7a1604562d6abc63c8f4a884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
D_3__Caulobacterales_D_4__Hyphomonadaceae$1612f2d18562c2681a550f79f5f5e393	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
D_3__Desulfobacterales_D_4__Desulfobacteraceae$16c8576ded74b2170935b2771bf4e843	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
D_3__Microtrichales_D_4__Microtrichaceae$17917cde2d974a0641ba9ab3653bb397	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$21547868f0c78ca18fe0c6b39875a0a6	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
269d0bbd0186fd6913b2a2d013e302f3$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$27a2b32fcc3e4c281c9bdc9aaa1f861a	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
D_3__Puniceispirillales_D_4__SAR116_clade$2a2f36874a8c022358911e802420041a	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Oceanospirillales_D_4__Saccharospirillaceae$2c2a29a581e57f5a5608b0d0060caa6b	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
D_3__Bacteroidales_D_4__Bacteroidetes_BD2-2$2db7fa10cefba0debd01d3a5bcc5d360	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2
$31b5f69e1bf76e3b3c0ba990dc8e058e	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	0
D_3__Rickettsiales_D_4__SM2D12$37c47fc61e98c1d0170d3c2430b4afda	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
$37c7f49fe4d06f1d14f60c4d717928ef	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
3d16bfa6ec89975eeda970d6abe39bbe$Unassigned	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	4
D_3__Campylobacterales_D_4__Thiovulaceae$3fff57832a757bb0800f9d9a1af2319d	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$4071987fd020575bfc11a760edf987e0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
D_3__Desulfuromonadales_D_4__Sva1033$40c22884ef8cb9484f16c586917113a3	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
D_3__Salinisphaerales_D_4__Salinisphaeraceae$424016a41b3e51a93b948a8fa9cb6041	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Cryomorphaceae$42557b5946949efb50d7401f09640fa9	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0
454901b9975934c1d8b41bb4cf795969$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
D_3__Clostridiales_D_4__Family_XII$46e718e8ef1b9a2288d9f494ce6aa3ac	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
4ec3808157a5319226625ca0e7ed5b15$Unassigned	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
504a7a882c084e121dcf0bb9a16c9054$Unassigned	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0
D_3__NB1-j$5641bb545258e330a0a91f5f153b22e3	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0
D_3__SAR11_clade_D_4__Clade_I$56e9bf53f1981c910cf752800349c28f	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
5c1ec60257773670ee8dc4a612be4e66$5c1ec60257773670ee8dc4a612be4e66	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
D_3__SAR324_clade(Marine_group_B)$61be4ec744ed265cb918e5f925cd3f51	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
D_3__Desulfovibrionales_D_4__Desulfovibrionaceae$659c4be2956f03725ebaee4156fd5361	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
D_3__Cytophagales_D_4__Cyclobacteriaceae$67ade26f16e3e0f796eef905b5c4100e	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
D_3__Desulfobacterales_D_4__Desulfobacteraceae$691051ff1f4f5ade0234b4c014f6786c	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
D_3__Microtrichales_D_4__Microtrichaceae$6abdebb2555f96f3b479e62d7cde7169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
71d2d10ff228c8061c4f8fe4a5ca3e59$Unassigned	0	0	0	0	0	0	2	0	0	0	0	8	0	0	0	0
73be4ba10be4690a4c1c53e782732b8a$Unassigned	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74a452b9d0016f34963194fa8a38eb0d$Unassigned	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
D_3__SAR11_clade_D_4__Clade_I$757b9c62ad187df46bcec549f35997a6	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
75b700529fdcf64274f5c7830b1f5c01$Unassigned	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
D_3__Clostridiales_D_4__Family_XII$787ae15b5001dc4be3890771b26361f2	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
D_3__Flavobacteriales_D_4__Crocinitomicaceae$81d86ee9189d1c04595524f573827e0b	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
81df85a5b8f34b80fcd0ece95f4e50ee$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
84125d4235e2ce1d1d49f5912b195f0c$Unassigned	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
855fed8a74e0013743a4d7d326701ae3$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
D_3__Nitrospinales_D_4__Nitrospinaceae$86494e24ece21ee6ad48299bb42f1fb1	0	0	6	0	0	0	0	0	0	0	0	0	0	4	0	0
D_3__Francisellales_D_4__Francisellaceae$88a840f20f1e18a93d2082801b1738b1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
D_3__Campylobacterales_D_4__Arcobacteraceae$890c4741f85e935cc0ed8c1b616ad297	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
D_3__uncultured$8ad4ab9f2df28c18eebbb5e47f900147	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8eaf2fa8e70051980ed8299169818ea5$Unassigned	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8ff1c296f90e635e413636f20485756c$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
92007b581c978bb65fc3923ccdc6e377$Unassigned	0	0	4	0	0	0	2	4	0	0	0	0	0	0	0	0
D_3__Alteromonadales_D_4__Psychromonadaceae$94802e98fc2c7a75510c20ae40bbbe1f	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__NS9_marine_group$980ace422e5c27a5e512c87a3097e972	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$9a039ace4231c477927301dab98d23c9	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$9f222f696004cb602bcf5ba9a762f59c	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
D_3__Gammaproteobacteria_Incertae_Sedis_D_4__Unknown_Family$a042dc253209b85c68f4e135e9b956c2	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
D_3__SAR11_clade_D_4__Clade_I$a4f3cdf0fbbc87fb6b982601238875e9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__uncultured$a6602e8b4f6e007eae36a24abc1ba4ff	0	0	0	0	0	0	4	0	0	0	0	3	0	3	0	0
a72e319bf7a840ce9ff35c0535729063$Unassigned	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
aa9ee3ac37fce2640ea2ec1c50b08e6f$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
D_3__Flavobacteriales_D_4__Flavobacteriaceae$acb164a38f87834b099070cc8edf9ee6	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0
acca5f4a20e0091e11583f1ce1002e02$Unassigned	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
D_3__Campylobacterales_D_4__Arcobacteraceae$af59bf2c50c6ccd2dbfe0b1d684c6d87	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$b87641f3ebdb8c57a3f1420c86180f38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
D_3__Flavobacteriales_D_4__Flavobacteriaceae$b8b81689cec4e1461a3ef1ea51791a5f	3	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
b8f4138e5792ae5feb1a1c31e1d4949f$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
D_3__Obscuribacterales_D_4__uncultured_bacterium$bd4922c976806b110bb3a954dce443b4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__Rickettsiales_D_4__S25-593$be05b1a207f3d3e68fda0972d3c43abf	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0
D_3__Chitinophagales_D_4__uncultured$bfdf0369c60a648baa36d62f21120af0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
c33e79621f8e1c1a50abfddd6d383d2f$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
D_3__Rhodobacterales_D_4__Rhodobacteraceae$c56812070ca39fe87614f771fb4d4509	0	0	0	0	3	0	0	0	0	0	7	0	0	0	0	0
D_3__Betaproteobacteriales_D_4__Burkholderiaceae$c613b22dadb8e4d717c40837ff6865f1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Bacteroidales_D_4__Prolixibacteraceae$c6ecd4e94babf2ffdc9fdaf43dc4ecff	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
c75f19fb51e66212769993a670438771$Unassigned	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0
D_3__Sphingomonadales_D_4__Sphingomonadaceae$ce2d95888ef44bceaa14eaca9e25a7be	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
D_3__Campylobacterales_D_4__Arcobacteraceae$d268627db104b35729580e7a59263d4a	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
d98dd231a0d87f3b9f627875baaa2c4f$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
D_3__Caulobacterales_D_4__Hyphomonadaceae$daf54e2b2f9bb25ffa5623255b96ff01	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
dbccaf680147d00674dbbb0e166d9f19$Unassigned	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
e08deb7720853652400e335cef3c8fa8$Unassigned	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
D_3__Desulfobacterales_D_4__Desulfobacteraceae$e336582a6002d9ad725cb22f0379057f	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Oceanospirillales_D_4__Pseudohongiellaceae$e5630b5b01d62eb25dd072b90d582869	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
D_3__Clostridiales$e564319cb8760972c3e753727cfa8b55	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
e5d6aafae8bf644bd39d38acb4ca628a$Unassigned	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7
D_3__Corynebacteriales_D_4__Nocardiaceae$e708eae74538b9fb0bfaa70f85fdbef7	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0
e8b7508723deaf20c8523fba602b4625$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
D_3__Flavobacteriales_D_4__NS9_marine_group$e949bc5750ff900f2e5032480ea622fa	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$e9795e3d6601e3325f7d42c0e154836f	0	0	0	3	0	0	0	7	0	0	0	0	0	0	0	0
efe212ba24db3aa6f841bbb7b41c66d4$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
D_3__Alteromonadales_D_4__Marinobacteraceae$f6dab6b0692ce679915aafcfab4babf3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
$ff070ec0fd86ec6684002adab3ee3989	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
00374b2dec53d7ccc35767856523b028$Unassigned	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01959edfcc260f56322f7c139b410a01$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
D_3__Campylobacterales_D_4__Arcobacteraceae$060d1d62729fbc071862755550a0540f	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
D_3__uncultured$072590e23c3c5d7946778b6c6e237b74	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$07f6b8b3a0015820fbaacd5cdd4eb43d	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$0c9da9a2766b0d1a7b2020d87a232874	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
D_3__Flavobacteriales_D_4__Weeksellaceae$0d247c8f8647fe246d5199122431758b	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
D_3__Micavibrionales_D_4__uncultured$0f7c34ed011e6a11f37f73ff2e476e71	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
D_3__Betaproteobacteriales_D_4__Burkholderiaceae$17148e86f8a068231d0526d01eb2eaa1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
D_3__Alteromonadales_D_4__Idiomarinaceae$18c60d9c0133fd227f222742d52051c6	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
D_3__Phycisphaerales_D_4__Phycisphaeraceae$19f9ab167df5e3c75b555038ee692e5e	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
1c2d5fa782e98a1eedaf11ad07e0cd20$Unassigned	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0
D_3__Clostridiales_D_4__Family_XII$1e70fc69e387a3576832e00a91eb482f	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
D_3__Rhodospirillales_D_4__Magnetospiraceae$223123e2164766c8afc8037b30a44b60	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	4
D_3__Rickettsiales_D_4__S25-593$26cd3a040d1d4327c8cffb9e253e95a0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	0	0
D_3__Bacteroidales_D_4__Prolixibacteraceae$28b5535e20d61121bab9b0ae489be63b	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
D_3__Phycisphaerales_D_4__Phycisphaeraceae$2b53d6b79b981e5da4e1dc7697a4cfff	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
D_3__Rhizobiales_D_4__Rhizobiaceae$2ee04e0b54ba88e3e330e6e247073dd4	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
D_3__Bdellovibrionales_D_4__Bacteriovoracaceae$32f932e482c9ccb3e495387d119e9cb8	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
D_3__Cellvibrionales_D_4__Cellvibrionaceae$3a3963143d28765b794c3107fc28939f	0	0	0	0	0	0	0	0	4	0	0	0	5	0	0	0
D_3__Opitutales_D_4__Puniceicoccaceae$3cd57e98b44530780a94985f9036df83	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
D_3__Bdellovibrionales_D_4__Bacteriovoracaceae$3fbf63ce21c6e68b04c0bc9dbb470466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
D_3__Rhodobacterales_D_4__Rhodobacteraceae$3fe0a4b3ba6463e96643cd63a9c19019	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
D_3__Betaproteobacteriales_D_4__Burkholderiaceae$4181b14fce7f281d364c707de6bcc360	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
D_3__Oceanospirillales_D_4__Nitrincolaceae$41b3e4a5db89a495be7bf609d9462fa6	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
41c5d10e1274c9c9b3b9aa0d9d7a863f$Unassigned	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
42ee0ba9e60bcf50a3146e3aa7fd52ca$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
D_3__Chitinophagales_D_4__uncultured$45c5378efa525a4964d2cb9ce2a77ae3	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$477e51f0d8069d0b8a5a21a56250f30e	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
488555c483b51f5b2cb5afd740ea4693$Unassigned	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
D_3__Cellvibrionales_D_4__Cellvibrionaceae$4b7a2ea59b11326223f76f4805c53432	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$4bd13f38ec45bac8cf87817b66e75b75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
4bd74f2e4f6e93502d27a9d3a6214ded$Unassigned	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
