#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_8300	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Delesseriaceae	g_	s_
ASV_8302	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8306	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8320	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8323	Eukaryota	unknown	Oomycetes	Peronosporales	Peronosporaceae	g_	s_
ASV_8329	Eukaryota	unknown	Chrysophyceae	Chromulinales	Chromulinaceae	g_	s_
ASV_8331	Eukaryota	unknown	unknown	Longamoebia	Acanthamoebidae	g_	s_
ASV_8337	Eukaryota	Arthropoda	Insecta	Diptera	unassigned	g_	s_
ASV_8348	Eukaryota	Arthropoda	Arachnida	Araneae	unassigned	g_	s_
ASV_8355	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8356	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8359	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8360	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	g_	s_
ASV_8367	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8368	Eukaryota	Bacillariophyta	Mediophyceae	Triceratiales	Plagiogrammaceae	g_	s_
ASV_8370	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	g_	s_
ASV_8373	Eukaryota	Mollusca	Gastropoda	unassigned	unassigned	g_	s_
ASV_8376	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8382	Eukaryota	Chordata	Ascidiacea	Enterogona	Ascidiidae	Ascidia	Ascidia ahodori
ASV_8388	Eukaryota	Arthropoda	unknown	unknown	unknown	g_	s_
ASV_8409	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8411	Eukaryota	Bacillariophyta	unassigned	unassigned	unassigned	g_	s_
ASV_8416	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
