#OTUID	KOSMOSD15_M1AS_X	KOSMOSD15_MPAS_X	KOSMOSD1_M1BS_X	KOSMOSD1_MPBS_X	KOSMOSD24_M1AS_X	KOSMOSD24_MPAS_X	KOSMOSD32_M1AS_X	KOSMOSD32_MPAS_X	KOSMOSD36_M1AS_X	KOSMOSD36_MPAS_X	KOSMOSD42_M1AS_X	KOSMOSD42_MPAS_X	KOSMOSD48_M1AS_X	KOSMOSD48_MPAS_X	KOSMOSD8_M1AS_X	KOSMOSD8_MPAS_X
ASV_26274	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0
ASV_26275	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_26276	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0
ASV_26290	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26292	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0
ASV_26300	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1
ASV_26302	0	0	1	0	0	3	0	0	0	2	0	0	0	1	0	1
ASV_26311	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
ASV_26314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ASV_26315	0	3	2	1	0	3	0	0	0	0	0	0	0	2	0	2
ASV_26317	1	0	0	0	1	0	1	0	0	0	0	0	0	14	3	0
ASV_26318	0	0	0	0	0	0	0	4	0	0	0	0	0	12	0	4
ASV_26319	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
ASV_26321	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_26322	1	0	0	0	11	0	5	0	0	0	0	2	1	0	0	0
ASV_26323	0	0	0	0	0	0	7	0	13	0	0	0	0	0	0	0
ASV_26325	0	0	0	0	0	0	0	0	14	0	0	6	0	0	0	0
ASV_26326	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
ASV_26343	1	0	4	2	1	2	0	1	3	0	0	0	0	0	2	0
ASV_26353	0	0	5	11	0	2	0	0	0	0	0	0	0	1	0	0
ASV_26354	0	1	0	4	0	1	0	1	0	0	0	2	0	0	0	6
ASV_26355	1	5	0	2	0	1	0	0	1	1	0	0	0	1	3	2
ASV_26358	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_26359	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16
ASV_26360	0	2	0	0	0	0	0	1	0	0	0	3	0	0	0	11
ASV_26361	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1
ASV_26363	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0
ASV_26382	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_26386	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0
ASV_26387	0	0	1	0	0	0	0	0	0	0	1	0	0	5	0	0
ASV_26390	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26395	2	4	3	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV_26396	0	0	2	0	0	3	0	3	0	0	0	2	0	1	0	0
ASV_26398	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV_26399	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	15
ASV_26400	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26401	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
ASV_26402	0	0	0	0	3	0	1	0	0	0	6	0	7	1	0	0
ASV_26403	0	0	0	0	0	0	11	0	0	1	5	0	1	0	0	0
ASV_26431	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_26435	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ASV_26436	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5	0
ASV_26440	0	2	1	3	0	0	0	0	0	0	0	1	0	2	0	1
ASV_26441	0	2	0	2	0	0	0	0	0	0	0	2	0	3	0	1
ASV_26443	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26450	8	0	7	1	0	0	0	0	0	0	0	0	0	1	0	0
ASV_26451	0	2	5	5	0	0	0	0	0	0	0	0	0	4	0	1
ASV_26452	0	5	5	2	0	0	1	0	1	0	0	0	0	0	0	0
ASV_26453	0	4	0	2	0	0	0	1	0	0	0	0	0	2	0	8
ASV_26454	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1
ASV_26455	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
ASV_26456	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0
ASV_26457	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ASV_26458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
ASV_26459	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	1
ASV_26460	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0
ASV_26462	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_26463	1	0	0	0	2	0	0	0	4	1	2	0	7	0	0	0
ASV_26464	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26465	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
ASV_26468	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0
ASV_26489	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0
ASV_26503	0	0	5	6	0	0	0	0	0	0	0	0	0	3	0	0
ASV_26505	0	0	0	0	4	0	0	11	0	0	0	0	0	0	0	0
ASV_26506	0	3	2	1	0	0	0	0	0	0	0	0	0	1	0	0
ASV_26507	0	1	4	3	0	0	0	0	2	1	0	0	0	0	0	3
ASV_26508	2	0	1	0	0	0	3	0	9	0	0	0	1	0	0	0
ASV_26509	0	0	0	1	0	0	0	1	0	0	0	0	0	13	0	1
ASV_26512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_26514	1	9	0	0	0	1	0	0	0	0	0	0	0	2	0	0
ASV_26516	15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_26517	1	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0
ASV_26518	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26519	0	0	0	0	0	0	0	14	0	2	0	0	0	0	0	0
ASV_26520	0	0	0	0	0	0	10	4	1	0	1	0	0	0	0	0
ASV_26521	0	0	0	0	0	0	0	0	11	0	5	0	0	0	0	0
ASV_26522	0	0	0	0	0	0	0	0	8	0	3	0	5	0	0	0
ASV_26523	0	0	0	0	0	0	0	0	2	0	9	0	0	0	0	0
ASV_26545	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
ASV_26557	0	1	2	2	0	0	0	0	0	0	0	4	0	1	0	2
ASV_26558	4	2	1	0	3	1	0	0	0	1	0	0	0	0	2	1
ASV_26559	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26560	0	0	0	0	4	1	1	0	0	0	0	0	0	4	2	1
ASV_26561	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1
ASV_26563	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26564	0	0	0	0	0	0	0	0	3	0	12	0	0	0	0	0
ASV_26565	0	0	0	0	0	0	0	0	0	0	0	6	0	9	0	0
ASV_26594	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_26608	0	0	3	9	0	0	0	1	0	0	0	0	0	0	0	1
ASV_26609	0	1	2	4	0	1	0	0	0	0	0	0	0	0	0	3
ASV_26610	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0
ASV_26613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
ASV_26614	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV_26615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_26617	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0
ASV_26618	12	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_26619	2	0	0	0	0	0	0	0	8	0	2	0	2	0	0	0
ASV_26620	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26621	0	2	0	0	0	1	0	8	0	2	0	1	0	0	0	0
ASV_26622	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
ASV_26623	0	0	0	0	0	0	0	8	0	0	0	6	0	0	0	0
ASV_26624	0	0	0	0	0	0	0	2	12	0	0	0	0	0	0	0
ASV_26625	0	0	0	0	0	0	1	0	11	0	2	0	0	0	0	0
ASV_26626	0	0	0	0	0	0	0	0	13	0	1	0	0	0	0	0
ASV_26655	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_26670	0	0	0	0	1	0	0	0	3	0	0	0	3	0	0	0
ASV_26672	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0
ASV_26674	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_26684	1	0	3	1	0	0	0	1	0	2	0	0	0	3	0	2
ASV_26685	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26686	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4
ASV_26687	0	0	0	2	0	3	0	4	2	0	0	0	0	0	0	2
ASV_26688	0	3	0	1	0	0	0	3	0	0	0	3	0	0	0	1
ASV_26689	4	0	0	1	3	0	0	0	4	0	0	1	0	0	0	0
ASV_26691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
ASV_26692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_26693	0	0	0	0	0	0	0	8	0	0	0	3	0	1	0	1
ASV_26694	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26696	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26697	1	0	0	0	1	0	1	0	10	0	0	0	0	0	0	0
ASV_26698	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26699	0	2	0	0	0	3	0	7	0	0	0	1	0	0	0	0
ASV_26701	0	0	0	0	0	0	0	2	0	0	0	8	0	3	0	0
ASV_26702	0	0	0	0	0	0	0	0	8	0	1	0	4	0	0	0
ASV_26759	0	0	5	4	0	0	0	0	0	0	0	1	1	0	0	1
ASV_26760	0	6	0	3	0	2	0	0	0	0	0	0	0	0	0	1
ASV_26764	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
ASV_26765	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0
ASV_26767	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	3
ASV_26768	9	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
ASV_26769	0	5	0	0	0	2	0	2	0	0	0	0	0	1	0	1
ASV_26770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_26773	1	0	0	0	2	0	8	0	1	0	0	0	0	0	0	0
ASV_26774	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV_26801	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_26813	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_26835	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0
ASV_26838	0	0	0	0	0	0	2	0	5	0	1	0	0	0	0	0
ASV_26840	0	2	0	0	0	0	0	0	0	0	3	0	5	0	0	0
ASV_26841	0	0	0	0	0	1	0	1	0	0	1	1	0	6	0	0
ASV_26842	0	1	3	1	0	1	0	0	0	0	0	0	0	2	0	0
ASV_26843	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_26844	0	1	1	2	0	1	0	0	3	0	0	0	3	0	0	0
ASV_26845	4	0	1	1	0	0	0	0	0	1	0	0	0	4	0	0
ASV_26846	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8
ASV_26847	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	2
ASV_26852	0	0	0	0	2	2	2	0	1	0	0	0	0	0	4	0
ASV_26853	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1
ASV_26854	0	0	0	0	4	0	0	0	4	1	0	0	0	0	0	0
ASV_26855	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ASV_26856	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26858	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0
ASV_26859	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0
ASV_26860	0	0	0	0	0	0	1	0	1	1	0	4	0	4	0	0
ASV_26862	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
ASV_26863	0	0	0	0	0	0	0	0	0	0	3	0	8	0	0	0
ASV_26864	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ASV_26899	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ASV_26900	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
ASV_26906	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26910	0	1	1	0	1	0	0	1	2	0	0	1	0	2	0	0
ASV_26911	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV_26922	0	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0
ASV_26923	0	0	1	4	0	0	0	1	0	1	0	1	0	0	0	2
ASV_26924	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26925	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	7
ASV_26926	0	0	0	1	0	3	0	0	0	6	0	0	0	0	0	0
ASV_26934	0	0	0	0	0	0	0	0	5	2	0	0	0	1	1	0
ASV_26935	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_26936	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7
ASV_26937	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	5
ASV_26938	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	1
ASV_26939	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_26940	0	0	0	0	0	0	0	4	0	2	0	1	0	2	0	0
ASV_26941	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0
ASV_26942	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26945	0	0	0	0	0	0	0	4	0	3	0	3	0	0	0	0
ASV_26946	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0
ASV_26947	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ASV_26948	0	0	0	0	0	0	7	0	1	0	2	0	0	0	0	0
ASV_26992	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0
ASV_27010	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0
ASV_27014	0	2	6	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_27015	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_27016	1	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_27017	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV_27018	1	2	1	0	0	0	0	1	0	0	0	0	0	2	0	0
ASV_27019	0	4	0	2	0	0	0	0	0	1	0	0	0	0	0	2
ASV_27020	1	0	0	1	2	0	0	0	0	0	4	0	1	0	0	0
ASV_27021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_27029	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0
ASV_27030	0	4	0	0	0	3	0	0	0	0	0	0	0	0	1	0
ASV_27031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV_27032	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	1
ASV_27033	0	3	0	0	0	0	1	0	1	0	2	0	0	0	0	1
ASV_27035	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0
ASV_27038	1	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0
ASV_27039	0	4	0	0	0	0	0	0	0	0	4	1	0	0	0	0
ASV_27040	0	1	0	0	0	3	0	1	0	0	0	0	0	3	0	0
ASV_27041	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0
ASV_27042	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0
ASV_27043	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0
ASV_27044	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
ASV_27045	0	0	0	0	0	0	0	0	1	0	2	0	4	0	0	0
ASV_27046	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV_27090	0	1	0	0	0	2	0	0	0	1	0	1	0	2	0	0
ASV_27096	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_27099	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV_27133	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_27135	0	0	5	2	0	0	0	0	0	0	0	0	0	1	0	0
ASV_27136	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_27137	0	0	1	1	1	0	5	0	0	0	0	0	0	0	0	0
ASV_27138	0	0	1	0	0	0	0	2	0	0	0	4	0	0	0	0
ASV_27145	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0
ASV_27146	0	0	0	0	0	0	0	0	0	1	1	3	0	1	1	1
ASV_27147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV_27148	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	3
ASV_27149	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	2
ASV_27150	1	0	0	0	1	0	0	1	3	0	0	0	0	0	0	2
ASV_27151	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	1
ASV_27152	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
ASV_27154	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_27155	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV_27156	1	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0
ASV_27157	1	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0
ASV_27158	0	3	0	0	1	0	0	1	0	0	0	3	0	0	0	0
ASV_27159	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0
ASV_27160	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0
ASV_27161	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0
ASV_27162	0	0	0	0	0	0	0	0	6	0	1	0	1	0	0	0
ASV_27163	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ASV_27180	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_27195	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_27210	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_27212	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_27216	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_27218	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3
ASV_27222	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_27223	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV_27233	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
ASV_27242	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV_27243	0	0	2	2	0	1	0	0	0	1	0	0	0	0	1	0
ASV_27244	0	0	1	2	0	0	0	2	0	0	0	1	0	1	0	0
ASV_27245	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	5
ASV_27252	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_27253	0	0	0	0	0	0	0	0	0	1	0	0	0	3	3	0
ASV_27254	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0
ASV_27255	0	0	0	0	0	1	0	0	0	0	2	2	0	1	0	0
ASV_27256	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_27257	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_27258	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_27259	0	2	0	0	2	0	0	2	1	0	0	0	0	0	0	0
ASV_27261	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0
ASV_27262	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0
ASV_27263	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
ASV_27264	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
ASV_27265	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0
ASV_27266	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV_27320	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_27340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_27349	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_27361	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	1
ASV_27370	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV_27371	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_27372	0	0	2	0	0	1	0	3	0	0	0	0	0	0	0	0
ASV_27373	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0
ASV_27374	3	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0
ASV_27375	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_27376	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
ASV_27377	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
ASV_27382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV_27383	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	0
ASV_27384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV_27385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV_27387	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_27388	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_27389	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_27390	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ASV_27395	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_27396	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV_27397	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_27398	0	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0
ASV_27399	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ASV_27401	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ASV_27402	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0
ASV_27403	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0
ASV_27404	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
ASV_27405	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
ASV_27406	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_27407	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0
ASV_27408	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0
ASV_27409	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_27475	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_27486	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV_27510	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_27511	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0
ASV_27512	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
ASV_27513	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0
ASV_27519	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
ASV_27520	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
ASV_27521	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2
ASV_27522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_27523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_27524	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
ASV_27526	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0
ASV_27527	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0
ASV_27530	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_27531	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_27532	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV_27533	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ASV_27534	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0
ASV_27535	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0
ASV_27536	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0
ASV_27537	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ASV_27538	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0
ASV_27539	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0
ASV_27541	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV_27542	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ASV_27543	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ASV_27544	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ASV_27545	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0
ASV_27546	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0
ASV_27547	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV_27548	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0
ASV_27549	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0
ASV_27550	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0
ASV_27551	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ASV_27552	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ASV_27668	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_27672	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_27673	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_27674	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_27675	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV_27676	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0
ASV_27677	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_27682	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0
ASV_27684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV_27685	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
ASV_27686	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1
ASV_27688	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_27689	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ASV_27690	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
ASV_27691	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_27692	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_27693	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV_27694	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV_27699	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_27700	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ASV_27701	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ASV_27702	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ASV_27703	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ASV_27704	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
