#OTUID	KOSMOSD15_M1AS_X	KOSMOSD15_MPAS_X	KOSMOSD1_M1BS_X	KOSMOSD1_MPBS_X	KOSMOSD24_M1AS_X	KOSMOSD24_MPAS_X	KOSMOSD32_M1AS_X	KOSMOSD32_MPAS_X	KOSMOSD36_M1AS_X	KOSMOSD36_MPAS_X	KOSMOSD42_M1AS_X	KOSMOSD42_MPAS_X	KOSMOSD48_M1AS_X	KOSMOSD48_MPAS_X	KOSMOSD8_M1AS_X	KOSMOSD8_MPAS_X
ASV_9206	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ASV_9209	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_9210	0	0	0	0	184	0	0	0	214	0	18	0	0	0	2	0
ASV_9223	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_9225	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_9240	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0
ASV_9247	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ASV_9258	11	0	0	1	1	10	2	4	0	0	0	21	0	2	0	0
ASV_9264	0	2	1	0	0	0	0	25	0	2	1	12	0	19	0	0
ASV_9269	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV_9272	1	2	0	3	7	2	13	1	39	0	5	0	1	0	0	1
ASV_9288	25	22	17	22	0	216	16	3068	259	331	12	17	0	7	59	2
ASV_9290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_9303	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_9304	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_9318	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_9322	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_9328	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0
ASV_9340	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0
ASV_9373	0	0	33	106	0	0	0	0	0	0	0	2	0	1	3	0
ASV_9381	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
ASV_9398	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_9406	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_9407	0	0	2	0	3	0	0	0	0	0	0	0	1	0	0	0
ASV_9411	11	0	0	0	37	0	13	0	29	0	0	0	0	1	0	0
ASV_9416	10	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_9417	0	4	0	1	0	0	0	2	0	0	0	0	0	2	0	0
ASV_9423	0	0	0	5	0	0	0	0	0	1	0	7	0	0	0	1
ASV_9435	0	0	0	0	0	1	0	8	0	0	0	3	38	0	0	0
ASV_9443	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0
ASV_9448	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_9450	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ASV_9466	0	0	9	8	0	0	0	0	0	0	0	0	0	0	0	0
ASV_9467	62	61	0	3	0	89	0	1015	0	10	0	0	0	0	111	0
ASV_9478	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_9486	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0
ASV_9488	0	1	0	0	0	3	0	169	0	261	120	1972	40	1303	0	0
ASV_9494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_9496	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_9503	0	9	5	12	0	1	0	1	0	0	0	7	0	2	0	30
ASV_9505	35	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_9509	14	0	2	3	0	0	0	0	1	0	0	0	6	4	0	0
ASV_9512	0	0	0	1	0	0	0	3	0	2	0	9	0	4	0	0
ASV_9513	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_9518	4	0	0	0	2	0	0	0	1	0	4	1	3	0	0	0
ASV_9528	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV_9539	12	0	0	0	35	0	12	0	24	0	5	0	6	0	0	3
ASV_9549	1	4	4	1	0	0	0	1	0	1	0	0	0	0	0	3
ASV_9560	2	2	3	0	5	0	9	0	18	1	4	0	2	0	0	2
ASV_9562	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_9564	11	1	36	39	0	0	0	0	15	0	32	0	26	3	19	3
ASV_9569	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
ASV_9571	5	1	0	0	114	0	43	6	72	0	0	0	0	0	0	1
ASV_9609	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_9612	4	184	769	1171	0	7	0	71	0	4	1	17	0	26	1	2063
ASV_9619	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_9637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_9656	404	3	53	11	0	0	0	1	0	0	0	0	0	0	0	52
ASV_9662	29	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ASV_9664	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_9666	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_9667	4	3	5	4	0	0	0	0	0	0	0	0	0	13	0	2
ASV_9668	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_9674	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0
ASV_9679	0	0	0	0	1	0	0	0	3	0	0	0	0	0	35	0
ASV_9711	6	0	0	0	0	0	3	0	0	0	0	0	0	3	0	14
ASV_9714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_9721	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0
ASV_9726	10	0	0	1	1	0	2	0	1	0	0	0	0	0	0	0
ASV_9731	64	0	9	4	65	0	9	0	32	0	9	0	126	0	0	0
ASV_9738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV_9739	30	2	0	1	12	1	0	4	0	2	0	6	3	3	1	2
ASV_9760	4	0	0	0	3	0	6	1	19	0	2	0	0	0	0	0
ASV_9761	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_9765	0	26	0	0	0	8	0	12	0	9	11	11	0	32	0	0
ASV_9773	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	3
ASV_9775	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ASV_9779	6	2	4	0	28	0	10	1	11	0	0	2	2	1	3	0
ASV_9798	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_9803	0	2	0	1	0	0	0	2	0	1	0	0	0	2	0	4
ASV_9811	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ASV_9813	2	1	0	0	18	0	1	4	5	0	0	0	0	1	0	3
ASV_9826	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_9843	2	0	0	0	18	0	0	0	0	0	0	3	0	1	0	0
ASV_9844	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_9850	0	0	0	0	0	0	0	29	0	0	0	8	0	0	0	0
ASV_9851	0	23	2	30	0	13	0	0	0	0	0	0	0	8	0	42
ASV_9873	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ASV_9884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_9906	1	0	0	0	1	0	1	4	0	0	0	0	0	0	0	2
ASV_9923	37	0	3	2	265	2	1	2	15	0	0	0	0	0	11	0
ASV_9937	1	0	0	0	0	0	0	0	0	0	1	7	0	2	0	0
ASV_9941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
ASV_9949	0	0	0	0	0	0	0	12	0	10	0	0	0	0	0	0
ASV_9961	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0
ASV_9970	0	206	27	48	0	25	1	187	0	32	2	63	0	57	0	87
ASV_9975	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	3
ASV_9980	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_10002	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0
ASV_10008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_10010	0	0	0	1	3	1	9	0	9	0	1	0	2	0	0	0
ASV_10018	21	1	11	25	56	6	189	3	575	0	4	15	23	3	37	1
ASV_10019	0	0	0	2	0	1	0	1	0	0	0	0	0	1	0	1
ASV_10044	0	0	1	0	0	4	0	0	2	0	0	0	0	0	1	0
ASV_10058	10	97	26	133	2	37	0	9	0	72	15	183	0	119	0	172
ASV_10059	0	140	45	36	0	4	0	22	0	4	0	2	0	19	0	3
ASV_10092	0	0	0	0	0	0	0	2	0	2	2	4	0	0	0	0
ASV_10105	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10109	197	1713	643	210	123	200	68	14	611	0	4	0	1	6	770	341
ASV_10115	0	0	0	6	0	0	0	0	0	4	0	4	19	3	0	0
ASV_10127	24	83	26	38	28	50	73	61	0	14	1	33	199	28	8	29
ASV_10133	3	3	0	4	3	21	4	588	10	35	0	1	0	3	0	8
ASV_10151	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_10165	0	1	0	2	0	0	0	0	0	0	0	1	0	2	0	1
ASV_10167	4	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ASV_10180	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ASV_10197	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0
ASV_10205	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_10212	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_10218	3	51	9	4	0	0	0	2	0	0	0	0	0	2	0	173
ASV_10236	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_10243	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_10260	1	0	0	1	17	0	0	0	5	0	0	0	0	0	0	2
ASV_10274	5	0	1	1	15	0	1	2	2	0	0	0	0	3	0	0
ASV_10289	1	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0
ASV_10307	32	0	0	0	4	1	0	0	3	0	0	0	0	0	0	0
ASV_10338	0	0	2	0	0	0	0	0	0	0	0	1	0	4	0	0
ASV_10344	0	4	4	2	0	0	0	0	0	0	0	0	0	2	0	4
ASV_10350	0	2	4	11	0	1	0	1	0	0	1	0	0	1	0	3
ASV_10377	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0
ASV_10381	0	2	0	1	0	3	0	1	10	0	0	0	0	1	0	0
ASV_10395	0	4	2	1	0	0	0	0	0	1	0	0	0	0	0	0
ASV_10413	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ASV_10425	3218	117	32	24	48	116	4	64	89	52	401	117	925	54	52	146
ASV_10440	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_10460	0	0	6	7	0	13	0	2	0	0	0	4	0	44	0	5
ASV_10475	0	0	1	0	0	0	0	0	0	0	0	4	0	6	1	0
ASV_10488	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_10546	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10548	0	2	0	0	0	1	0	1	0	0	0	0	0	1	0	0
ASV_10558	1	6	3	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_10560	2	38	5	5	0	23	0	0	0	18	1	123	1	0	168	15
ASV_10597	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_10602	0	0	0	0	0	0	148	0	0	0	0	10	5	2	0	0
ASV_10651	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10663	0	2	0	0	0	1	0	1	0	1	0	0	0	0	0	6
ASV_10683	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_10736	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0
ASV_10737	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10762	0	2	0	0	0	0	0	3	0	1	0	0	0	4	0	2
ASV_10788	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
ASV_10808	0	3	6	4	0	3	0	4	0	0	2	4	0	2	97	5
ASV_10810	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_10841	0	15	4	5	0	0	0	1	0	1	0	0	0	0	0	3
ASV_10854	1	0	0	0	12	0	38	0	0	0	0	0	0	0	0	0
ASV_10857	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10874	4	2	1	2	0	0	0	0	0	0	0	0	0	1	0	0
ASV_10898	8	8	0	0	0	0	0	0	0	0	0	0	0	1	0	7
ASV_10906	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0
ASV_10916	0	0	0	0	4	0	0	0	0	0	0	0	4	1	0	0
ASV_10936	0	1	0	1	0	2	0	0	0	0	0	10	0	141	0	5
ASV_10939	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_10971	77	0	1	0	19	0	5	0	76	0	8	3	12	0	1	0
ASV_10973	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_10992	0	0	1	1	2	0	0	2	0	0	0	0	0	0	0	0
ASV_11036	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_11037	5	1	0	2	0	0	0	3	0	0	0	0	0	0	2	0
ASV_11058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ASV_11065	2	0	18	12	0	0	0	0	0	0	0	2	0	4	0	0
ASV_11096	1	0	0	0	3	0	1	0	0	0	2	0	20	0	0	0
ASV_11148	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ASV_11159	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11197	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_11198	0	31	22	199	0	7	0	5	0	27	1	23	0	39	0	5
ASV_11250	0	0	0	0	36	0	5	2	196	0	3	0	0	0	0	0
ASV_11252	0	0	0	0	0	0	0	0	0	0	0	7	0	110	0	0
ASV_11285	0	31	1	16	0	0	0	19	0	1	0	1	0	37	0	0
ASV_11287	0	20	0	6	0	29	0	17	0	2	0	1	0	0	0	29
ASV_11288	17	0	1	6	34	0	3	1	1	0	0	0	0	0	0	0
ASV_11294	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ASV_11299	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_11309	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11311	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_11313	0	33	1	3	3	56	0	72	2	4	0	3	3	3	2	4
ASV_11316	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_11317	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11318	46	2	32	30	323	8	42	2	297	0	168	0	6	5	14	2
ASV_11330	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ASV_11331	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_11332	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_11334	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_11336	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_11340	0	0	1	0	0	0	0	2	0	0	0	3	0	16	0	0
ASV_11347	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_11348	0	0	0	0	0	0	0	2	0	0	0	3	0	2	0	0
ASV_11349	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_11351	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_11363	0	6	39	14	0	1	0	0	0	0	0	0	0	0	0	2
ASV_11376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_11384	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV_11395	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11409	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_11414	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_11415	0	4	0	0	0	0	0	0	0	1	0	1	0	3	0	0
ASV_11421	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_11446	25	0	1	6	6	13	0	25	0	3	0	23	0	94	147	0
ASV_11469	0	0	0	0	0	0	0	4	0	0	0	4	0	15	0	0
ASV_11501	0	17	2	6	0	0	0	5	0	4	0	7	0	5	0	0
ASV_11508	0	3	0	0	0	0	0	0	0	1	0	0	0	15	7	0
ASV_11514	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_11523	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_11524	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
ASV_11532	0	0	0	0	0	0	0	4	0	2	0	2	0	1	0	0
ASV_11537	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1
ASV_11538	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_11541	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
ASV_11547	0	1	238	43	0	2	0	2	0	0	0	0	0	0	0	6
ASV_11555	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_11557	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_11563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_11565	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_11591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_11600	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_11613	0	0	0	3	0	0	0	1	0	0	0	0	0	2	0	0
ASV_11618	407	2	0	4	16	2	0	0	29	1	6	5	14	2	32	3
ASV_11639	2	5	23	8	2	2	0	2	0	0	0	0	0	0	0	1
ASV_11661	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_11662	0	1	3	1	0	2	0	0	0	0	0	0	0	11	0	0
ASV_11691	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_11693	0	23	8	1	0	1	0	1	0	0	0	0	0	7	0	0
ASV_11696	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_11700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_11762	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11763	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	2
ASV_11774	0	2	0	0	0	0	0	0	0	0	0	5	0	9	0	0
ASV_11776	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_11794	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ASV_11798	0	0	6	1	0	0	0	0	0	0	0	3	0	3	0	0
ASV_11822	1	0	0	0	2	0	0	1	2	0	0	0	4	0	0	0
ASV_11851	84	290	25	57	14	23	6	21	0	4	0	19	0	61	18	397
ASV_11853	0	0	0	1	0	0	0	2	0	5	0	6	0	1	0	0
ASV_11871	1	6	0	1	2	0	0	4	0	4	0	5	0	14	0	13
ASV_11888	0	3	2	2	12	0	0	2	0	0	0	0	0	11	0	11
ASV_11898	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0
ASV_11994	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_12001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_12037	0	0	0	0	0	0	0	0	0	1	0	2	1	6	0	0
ASV_12057	0	0	53	44	0	0	0	0	0	0	0	0	0	0	7	39
ASV_12098	0	4	6	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12113	0	1	8	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_12197	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_12242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_12252	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_12276	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_12280	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_12282	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
ASV_12311	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0
ASV_12330	0	1	13	8	6	0	0	0	5	3	0	0	0	1	0	1
ASV_12346	0	0	0	0	0	0	0	0	0	91	58	3	0	0	0	0
ASV_12365	389	0	0	1	0	0	0	3	0	2	0	0	0	0	18	0
ASV_12367	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_12387	0	3	0	0	0	0	0	3	0	1	0	2	0	15	3	0
ASV_12401	1	3	6	10	0	1	0	0	0	4	0	0	0	1	0	10
ASV_12409	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2
ASV_12410	231	329	15	13	23	1154	0	17	0	6	0	2	0	6	619	20
ASV_12457	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV_12473	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ASV_12476	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV_12497	0	4	1	4	0	0	1	0	0	1	0	1	0	0	0	1
ASV_12511	0	0	36	0	0	0	0	0	2	0	454	0	0	0	130	0
ASV_12516	0	5	30	8	0	1	0	15	0	5	0	4	0	11	0	43
ASV_12548	1	5	6	4	0	1	0	0	0	3	0	2	0	0	0	3
ASV_12580	0	24	5	11	0	0	0	3	0	22	4	37	2	41	4	0
ASV_12590	1	1	0	0	1	0	7	0	58	0	1	0	0	0	0	1
ASV_12591	0	0	0	1	56	4	15	3	15	0	0	0	0	2	0	0
ASV_12603	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_12606	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12621	56	0	0	0	962	0	293	1	797	0	204	0	69	0	1	0
ASV_12646	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_12650	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0
ASV_12685	0	107	98	40	0	14	0	8	0	0	0	0	120	0	0	26
ASV_12692	0	1	1	0	0	0	0	0	0	2	0	2	0	0	0	2
ASV_12693	0	0	0	0	0	0	0	6	5	9	4	51	0	468	0	0
ASV_12718	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_12725	3	0	3	1	44	0	14	0	147	1	15	2	14	4	8	5
ASV_12727	5	2	0	0	2	0	3	0	3	2	3	2	0	0	0	0
ASV_12730	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
ASV_12751	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_12756	0	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_12759	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV_12774	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV_12801	0	7	5	3	0	0	0	0	0	0	0	0	0	0	0	15
ASV_12823	0	0	1	4	0	0	0	2	0	0	0	5	0	6	0	0
ASV_12825	6	0	0	2	120	2	7	3	23	0	0	0	0	1	0	3
ASV_12872	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV_12879	0	5	0	0	34	0	32	3	6	0	0	0	6	0	0	0
ASV_12914	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_12936	0	2	0	2	1	2	1	1	2	0	0	0	0	0	0	1
ASV_12937	3	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV_12956	0	0	0	0	0	0	0	13	0	0	0	10	0	3	0	0
ASV_13001	1	2	0	1	0	0	0	1	2	0	0	0	0	0	0	3
ASV_13037	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0
ASV_13044	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_13079	46	0	0	0	0	1	1	0	545	0	216	0	117	4	1	0
ASV_13080	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0
ASV_13123	0	2	13	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV_13142	0	3	1	0	0	0	0	0	0	0	4	0	2	1	2	1
ASV_13150	5	3	0	1	4	1	1	0	4	1	10	0	0	1	0	1
ASV_13172	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_13181	1	0	0	0	8	0	32	0	3	0	0	0	19	3	0	0
ASV_13188	0	0	1	2	1	0	0	0	7	0	0	0	0	1	0	0
ASV_13216	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_13252	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	6
ASV_13274	5	45	109	37	0	14	1	8	0	38	0	62	0	364	0	62
ASV_13276	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0
ASV_13284	100	0	0	0	189	0	18	2	61	1	32	0	63	0	0	0
ASV_13290	0	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_13331	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_13365	6	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0
ASV_13415	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_13429	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_13439	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_13462	0	0	0	0	0	1	0	1	3	30	17	93	8	301	0	0
ASV_13467	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_13468	28	0	0	0	388	0	125	0	347	0	89	3	33	1	0	0
ASV_13478	0	1	0	0	2	0	0	0	4	0	1	0	0	0	0	0
ASV_13493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_13498	0	0	0	0	0	0	0	2	0	3	0	7	0	37	0	0
ASV_13499	129	1	0	2	668	0	16	14	0	0	0	5	0	3	0	0
ASV_13500	11	7	0	0	0	0	0	0	0	0	0	0	0	3	0	6
ASV_13530	0	3	1	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_13539	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_13546	15	195	24	25	48	23	5	68	23	43	2	24	0	59	4	56
ASV_13547	233	0	0	0	3	0	0	0	0	0	0	0	6	2	0	1
ASV_13596	13	3	2	0	8	0	1	1	10	0	2	0	1	0	3	12
ASV_13609	0	1	0	0	1	0	0	1	0	3	0	0	0	0	0	0
ASV_13638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_13677	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_13693	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_13744	0	1	0	0	0	0	3	0	7	0	1	0	2	0	0	0
ASV_13770	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0
ASV_13793	15	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1
ASV_13813	0	0	0	0	1	1	0	0	0	0	0	0	26	0	0	1
ASV_13845	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ASV_13884	0	0	0	0	13	1	27	0	18	0	3	0	11	0	0	0
ASV_13909	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_13944	1	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0
ASV_13971	0	6	2	3	0	8	0	0	0	0	0	0	0	1	0	7
ASV_13975	0	6	13	6	0	0	0	0	0	3	0	3	0	6	0	3
ASV_13976	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4
ASV_13981	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_14015	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
