#OTUID	KOSMOSD15_M1AS_UU	KOSMOSD15_MPAS_UU	KOSMOSD1_M1BS_UU	KOSMOSD1_MPBS_UU	KOSMOSD24_M1AS_UU	KOSMOSD24_MPAS_UU	KOSMOSD32_M1AS_UU	KOSMOSD32_MPAS_UU	KOSMOSD36_M1AS_UU	KOSMOSD36_MPAS_UU	KOSMOSD42_M1AS_UU	KOSMOSD42_MPAS_UU	KOSMOSD48_M1AS_UU	KOSMOSD48_MPAS_UU	KOSMOSD8_M1AS_UU	KOSMOSD8_MPAS_UU
ASV_4232	12	0	12	4	0	0	0	0	0	0	0	0	0	1	2	0
ASV_4239	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_4241	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4244	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_4246	0	0	0	0	0	0	0	0	0	14	0	1	0	0	0	0
ASV_4249	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4250	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_4263	0	0	0	73	0	0	0	0	0	2	0	0	0	0	0	0
ASV_4268	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_4269	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_4270	0	2	0	0	0	1	0	122	1	17	0	13	0	0	3	0
ASV_4272	1	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0
ASV_4277	0	35	5	0	0	20	2	35	133	35	27	14	11	17	0	0
ASV_4278	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ASV_4280	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_4284	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
ASV_4289	7	6	11	5	93	10	1	231	0	2	0	2	0	0	9	4
ASV_4295	2	1	4	1	0	2	0	0	0	0	0	0	0	1	2	0
ASV_4313	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	3
ASV_4319	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_4324	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4329	1	0	0	3	0	0	0	0	0	3	0	15	0	0	5	0
ASV_4335	136	20	22	8	0	14	8	35	26	23	6	41	38	21	1	13
ASV_4336	0	0	0	0	0	0	0	154	0	0	0	37	0	0	0	0
ASV_4337	0	0	3	4	0	2	0	3	0	0	0	2	0	0	0	1
ASV_4339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_4341	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_4349	1	13	33	36	0	16	0	37	0	22	0	33	0	78	0	0
ASV_4352	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1
ASV_4357	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_4360	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	10
ASV_4362	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4368	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6
ASV_4371	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4382	0	2	0	0	0	7	0	26	1	1	0	1	0	4	0	0
ASV_4384	0	255	25	55	0	0	0	0	0	302	0	74	0	0	36	34
ASV_4388	8	0	0	0	5	0	81	0	311	0	65	0	1	0	1	0
ASV_4398	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_4414	0	0	13	1	0	0	0	2	0	0	0	0	0	0	0	0
ASV_4415	38	0	4	4	0	10	1	6	0	0	0	0	0	0	0	0
ASV_4416	0	15	0	3	0	1	0	273	0	68	6	953	2	2053	1	0
ASV_4423	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4425	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_4427	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_4428	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4432	0	2	24	5	0	0	0	0	0	0	0	0	0	0	0	3
ASV_4434	16	5	4	8	9	5	0	8	1	0	0	2	0	2	2	0
ASV_4439	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_4440	3	0	8	0	0	0	0	0	0	19	0	0	0	0	1	0
ASV_4442	0	11	0	0	0	0	0	4	0	0	0	1	0	8	0	0
ASV_4448	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4451	0	16	0	1	1	177	0	36	0	1	0	4	0	4	0	2
ASV_4454	0	0	0	0	0	14	0	0	0	3	0	0	0	4	0	0
ASV_4466	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4467	0	2	4	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV_4469	22	112	1457	295	0	254	0	142	0	27	0	19	0	72	25	115
ASV_4482	0	4	0	0	0	0	0	0	0	0	0	2	0	5	0	0
ASV_4485	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4489	2	2	0	9	0	0	0	1	0	2	1	2	0	0	3	0
ASV_4492	54	15	104	45	64	1	1	64	15	30	22	31	43	56	29	1
ASV_4493	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
ASV_4495	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_4499	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	1
ASV_4500	0	0	0	54	0	0	0	0	0	1160	0	7	0	0	0	0
ASV_4501	1148	65	74	78	128	9	217	7	538	20	488	106	248	20	231	16
ASV_4502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_4504	0	36	0	0	0	215	3	289	0	0	0	0	0	2	36	0
ASV_4511	0	0	18	6	0	0	0	0	40	839	2403	6	19	0	0	0
ASV_4515	4	4	11	14	0	0	35	6	6	14	10	8	22	2	3	8
ASV_4520	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0
ASV_4522	4	85	93	59	0	195	0	12	1	58	0	4	0	1	0	2
ASV_4523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_4529	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV_4530	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_4541	89	19	7	5	15	20	0	11	25	29	23	16	5	63	17	7
ASV_4544	0	28	4	0	0	4	0	2	0	4	0	4	0	0	0	0
ASV_4548	0	5	4	2	0	30	0	73	0	0	0	1	0	3	0	2
ASV_4565	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0
ASV_4574	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	0
ASV_4575	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4578	8	1	1	9	20	3	0	12	1	2	0	1	3	4	0	0
ASV_4581	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_4583	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_4594	42	11	92	34	0	47	0	7	0	0	0	1	0	1	4	0
ASV_4595	1	932	0	24	0	27	0	1	0	396	0	34	0	2	0	0
ASV_4596	0	0	15	3	0	2	0	0	0	0	0	0	0	0	0	0
ASV_4618	0	0	0	0	0	0	0	7	0	6	0	2	0	0	0	0
ASV_4624	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0
ASV_4629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_4653	9	0	3	3	0	0	0	12	0	1	0	0	0	2	0	1
ASV_4655	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ASV_4657	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ASV_4661	1	0	2	0	0	0	0	5	0	0	0	2	0	0	2	0
ASV_4664	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_4666	3	0	0	1	0	2	0	1	0	0	0	0	0	4	0	0
ASV_4670	0	10	0	0	0	2	0	55	0	2	0	30	0	52	0	0
ASV_4677	0	116	0	0	0	15	0	65	0	4	0	49	0	2	14	0
ASV_4682	0	50	0	0	0	0	0	117	0	102	0	73	0	193	0	22
ASV_4684	0	4	2	0	0	38	0	3	0	14	0	1	0	0	0	1
ASV_4685	455	8	29	20	7	1	0	9	0	9	0	60	3	43	25	1
ASV_4686	0	6	39	14	0	8	0	3	0	0	1	0	0	0	0	0
ASV_4691	4	57	554	242	0	0	3	38	22	135	3	53	1	1	124	16
ASV_4693	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_4696	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_4700	0	0	0	0	0	0	0	2	0	0	0	1	0	3	0	0
ASV_4707	137	18	178	90	67	76	19	39	70	0	71	2	9	10	19	8
ASV_4710	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_4724	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4725	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
ASV_4729	2	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4732	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_4738	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_4747	0	2	0	2	0	0	0	2	0	7	1	41	0	29	0	1
ASV_4748	0	13	7	61	0	4	0	132	0	278	8	366	1	1531	1	36
ASV_4749	0	2	0	0	0	0	0	3	0	7	0	14	0	0	0	0
ASV_4754	0	0	1	0	3	2	0	1	0	1	0	0	2	0	0	0
ASV_4759	0	0	0	0	0	0	0	0	0	63	0	180	0	0	0	0
ASV_4760	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_4761	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4762	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV_4769	0	0	2	3	0	0	0	3	0	0	0	0	0	0	0	0
ASV_4772	21	15	9	4	8	4	0	16	3	6	33	0	78	2	0	35
ASV_4779	306	1	5	0	2	5	0	8	2	2	6	3	9	10	0	11
ASV_4782	0	0	0	0	0	3	2	0	0	0	3	0	0	2	0	0
ASV_4788	2	3	124	35	0	58	0	3	0	0	0	0	0	2	0	0
ASV_4789	34	3	36	72	0	15	0	2	0	0	0	3	0	0	3	5
ASV_4790	0	3	2	10	0	3	0	3	0	6	0	5	0	16	0	14
ASV_4791	0	0	0	0	0	0	0	11	0	9	0	0	0	0	0	0
ASV_4799	485	2	1	1	0	0	0	0	1	1	0	0	0	0	0	2
ASV_4800	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_4803	30	13	44	83	0	16	0	8	1	43	0	43	0	81	111	1
ASV_4804	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_4809	23	2	0	0	1	3	0	1	0	1	0	2	0	1	1	1
ASV_4811	0	10	0	0	0	3	1	228	0	35	0	30	0	11	0	5
ASV_4821	0	0	72	11	0	2	0	0	0	0	0	0	2	0	0	0
ASV_4823	0	0	4	0	0	0	2	0	7	0	6	14	0	1	0	0
ASV_4827	16	0	3	3	3	0	0	2	0	0	0	1	0	0	1	60
ASV_4830	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_4841	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4874	4	8	10	0	0	2	0	3	0	4	0	8	0	1	0	4
ASV_4878	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_4883	37	1	20	19	0	6	0	8	0	5	0	29	0	39	94	0
ASV_4885	0	0	5	3	0	0	0	3	0	1	0	0	0	0	0	0
ASV_4887	0	146	4	6	0	2	0	1	0	44	0	68	0	21	3	5
ASV_4890	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_4894	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_4897	93	35	463	108	1	59	0	61	0	30	0	35	0	22	12	18
ASV_4898	0	17	2	2	0	1	0	3	0	8	0	8	3	8	0	5
ASV_4900	1783	4	75	20	1	0	1	0	1	1	0	0	1	34	0	3
ASV_4905	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_4906	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_4918	0	11	16	3	0	7	0	0	0	6	0	0	0	0	0	6
ASV_4920	0	0	0	0	0	0	0	5	0	2	0	0	0	1	0	0
ASV_4932	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ASV_4957	0	4	0	0	2	10	2	4	25	0	0	0	0	3	0	0
ASV_4966	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4970	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	5
ASV_4976	0	0	3	0	0	1	0	0	0	3	0	2	0	0	0	2
ASV_4977	27	0	0	0	41	0	1	0	0	0	2	0	0	0	34	0
ASV_4983	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_4985	0	13	4	6	0	3	0	3	0	4	0	9	0	5	0	3
ASV_4990	5	1	1	0	0	0	0	0	24	0	2	2	0	0	0	0
ASV_4991	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4999	0	0	1	0	0	1	0	2	0	0	1	2	0	18	0	0
ASV_5007	4	0	4	0	0	0	0	0	0	0	0	0	9	1	0	0
ASV_5009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_5016	0	62	0	0	0	51	3	230	1	0	0	90	10	20	0	1
ASV_5018	0	0	2	0	0	0	0	0	0	3	0	0	0	2	0	0
ASV_5021	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5022	0	0	13	0	1	0	0	0	4	1	0	0	6	0	0	0
ASV_5030	14	33	0	0	2	235	0	558	0	44	0	0	0	0	11	0
ASV_5044	0	0	1	0	0	5	0	9	0	0	0	0	0	2	0	0
ASV_5045	14	1	15	4	0	4	3	1	5	0	0	0	13	1	0	1
ASV_5047	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_5055	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_5056	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	1
ASV_5068	90	11	0	13	3	0	19	7	4	0	0	1	1	0	0	0
ASV_5078	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5090	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_5094	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_5098	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5099	0	1	0	0	0	0	0	6	0	5	0	39	0	9	0	0
ASV_5105	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV_5109	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV_5114	0	1	12	9	0	1	0	1	0	0	0	0	0	0	0	0
ASV_5118	0	1	6	0	0	3	0	1	0	0	0	0	0	0	0	0
ASV_5121	0	0	4	2	0	8	0	2	0	0	0	0	0	1	0	2
ASV_5124	1	0	0	0	0	0	1	1	0	5	0	0	8	1	0	2
ASV_5142	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV_5153	0	1	0	8	0	0	0	5	0	0	0	3	0	3	0	4
ASV_5163	6	0	159	26	1	2	0	0	0	4	0	6	0	4	1	0
ASV_5177	0	0	1	3	0	0	0	21	0	9	0	0	0	0	0	0
ASV_5178	0	13	3	0	0	1	0	2	0	0	0	0	0	1	0	4
ASV_5188	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5194	0	1	1	1	0	0	0	0	0	0	0	1	0	1	2	0
ASV_5199	144	1	22	7	2	11	0	0	0	0	0	0	10	3	0	3
ASV_5201	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_5207	0	0	0	0	0	0	0	232	0	36	0	13	0	70	42	0
ASV_5208	0	3	0	0	0	0	0	8	0	0	0	5	0	0	0	0
ASV_5209	0	0	0	0	0	0	0	0	0	16	0	9	0	3	0	0
ASV_5232	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_5233	56	2	7	5	8	5	7	6	16	3	12	6	47	4	0	3
ASV_5238	0	261	66	121	0	126	0	1	1	173	0	277	0	181	0	121
ASV_5264	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5265	0	5	9	10	0	0	1	0	2	0	19	0	121	0	0	0
ASV_5274	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5276	4	0	0	0	1	0	1	1	0	3	0	3	4	0	0	1
ASV_5277	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_5282	0	3	38	26	0	17	0	195	0	3	0	1	0	9	0	1
ASV_5286	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_5292	0	89	0	0	0	0	0	3	0	0	0	6	0	0	0	0
ASV_5303	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV_5306	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
ASV_5309	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5319	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5324	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ASV_5334	0	2	0	1	0	6	58	4	29	2	3	0	34	0	0	0
ASV_5336	1	6	0	0	0	1	0	6	0	4	0	2	0	6	0	0
ASV_5340	0	0	0	0	0	2	0	103	0	338	0	1	0	0	0	0
ASV_5345	2	1	49	19	0	5	0	3	1	2	6	0	0	0	0	0
ASV_5346	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0
ASV_5349	0	22	36	146	0	1	0	67	1	0	3	0	0	1	0	0
ASV_5350	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0
ASV_5366	2	57	20	21	0	37	3	37	11	15	13	42	17	19	0	0
ASV_5370	0	0	5	0	0	0	0	0	0	4	0	0	0	4	0	0
ASV_5371	0	3	3	3	0	9	0	1	0	0	0	1	0	0	0	3
ASV_5379	3	1	30	11	0	0	0	1	0	0	0	2	0	7	0	2
ASV_5381	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV_5416	4	14	11	3	0	10	0	3	0	7	0	7	0	1	0	6
ASV_5422	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV_5450	0	3	23	6	0	3	0	0	0	2	0	1	0	3	0	6
ASV_5451	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_5461	0	1	2	1	2	5	1	2	2	0	1	0	25	3	0	0
ASV_5470	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5480	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_5485	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_5490	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_5503	0	0	29	22	0	0	0	0	0	0	0	0	0	0	7	3
ASV_5512	0	4	0	6	0	0	0	0	0	0	0	0	0	0	0	2
ASV_5514	0	3	0	0	0	0	0	0	0	1	0	5	0	60	0	0
ASV_5519	0	18	11	22	0	3	0	0	0	6	0	4	0	1	0	5
ASV_5520	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_5550	7	1	27	3	0	4	0	0	0	1	0	0	0	0	1	1
ASV_5553	0	0	0	0	0	3	0	0	0	0	0	0	2	2	0	0
ASV_5567	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5568	0	2	0	1	0	0	0	14	0	0	0	1	0	2	0	3
ASV_5569	0	0	0	0	0	0	0	0	0	0	1	5	1	0	0	1
ASV_5575	0	0	1	0	0	1	0	0	0	3	0	0	0	1	0	1
ASV_5585	11	3	30	34	0	0	0	1	0	1	0	0	2	4	6	10
ASV_5586	70	37	54	18	0	0	0	2	0	0	0	4	1	0	0	2
ASV_5587	0	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0
ASV_5597	0	0	3	0	0	0	0	0	0	0	0	1	0	3	0	0
ASV_5604	48	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0
ASV_5608	0	2	32	5	0	2	0	0	0	0	0	0	0	0	5	0
ASV_5613	0	43	341	327	0	0	1	0	0	1212	0	457	68	0	57	360
ASV_5617	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
ASV_5619	0	3	14	0	0	4	0	0	0	4	0	0	0	0	0	0
ASV_5620	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
ASV_5630	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5636	0	1	2	1	0	4	0	0	0	0	0	0	0	2	0	0
ASV_5649	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_5657	0	46	114	94	0	7	0	0	0	5	0	2	0	0	0	162
ASV_5664	0	0	10	1	0	0	0	0	0	0	0	51	0	12	0	0
ASV_5665	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5668	0	0	3	0	0	1	0	0	0	0	1	0	0	1	0	0
ASV_5676	0	0	12	6	0	5	0	0	0	1	0	2	0	3	0	2
ASV_5677	0	27	13	0	0	0	0	0	1	0	0	0	0	13	0	0
ASV_5681	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_5682	0	1	2	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV_5694	0	15	7	4	0	1	0	10	0	15	0	4	2	0	0	0
ASV_5715	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0
ASV_5716	0	0	0	0	0	0	0	5	0	1	1	19	0	12	0	0
ASV_5724	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5725	1	42	22	9	0	24	0	10	0	17	0	11	210	12	0	0
ASV_5728	63	0	3	0	0	2	0	0	10	7	99	0	12	0	4	0
ASV_5731	0	2	1	0	0	0	0	0	4	0	12	0	50	3	24	2
ASV_5732	0	0	0	0	0	0	0	0	0	3	0	1	0	4	0	0
ASV_5738	10	20	38	16	0	6	0	6	1	26	6	21	10	161	31	11
ASV_5745	0	14	0	6	0	7	0	6	11	2	7	0	21	0	0	0
ASV_5747	33	0	1	0	0	0	0	0	8	1	0	1	0	10	68	0
ASV_5763	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5764	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5781	166	1	4	2	6	1	0	8	0	0	0	1	1	7	0	0
ASV_5791	0	2	20	4	0	0	0	0	0	0	0	0	0	0	5	0
ASV_5792	5	2	0	0	0	0	0	4	0	3	0	9	0	10	0	0
ASV_5801	0	0	8	5	0	0	0	2	0	0	0	7	0	0	0	2
ASV_5805	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5819	0	0	0	0	0	0	0	3	0	0	0	0	0	7	0	2
ASV_5821	0	5	27	7	0	23	0	14	0	0	0	1	0	1	1	4
ASV_5822	0	0	5	4	0	20	2	4	0	4	3	1	0	1	0	0
ASV_5838	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5847	10	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_5850	0	0	0	5	0	0	0	383	0	1	0	0	0	24	0	0
ASV_5854	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ASV_5873	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	3
ASV_5882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_5883	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV_5895	0	11	1	4	0	0	0	1	2	1	44	0	48	12	0	1
ASV_5896	0	0	4	0	0	0	0	1	0	0	0	0	0	1	0	0
ASV_5901	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5929	2	1	1	4	0	3	0	16	0	1	4	0	1	9	0	13
ASV_5932	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5934	0	15	6	10	0	28	0	1	0	2	1	35	0	646	0	8
ASV_5944	9	0	28	7	0	10	0	1	0	0	0	0	0	0	0	0
ASV_5949	3	4	4	1	0	0	0	0	0	0	0	0	0	2	0	0
ASV_5958	39	1	3	9	0	19	0	5	0	0	0	6	0	0	0	0
ASV_5962	0	89	1	0	0	3	0	20	0	4	0	1	0	0	0	13
ASV_5971	196	18	88	59	0	0	0	0	0	0	0	3	0	0	2	4
ASV_5979	5	0	2	2	0	0	0	2	0	1	0	0	0	0	0	0
ASV_5991	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_5996	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_5998	0	0	1	0	0	7	0	15	0	79	0	3	0	0	0	0
ASV_6002	205	212	1224	286	1	716	0	281	1	12	0	295	0	60	1041	106
ASV_6010	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_6012	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_6025	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_6035	0	18	0	0	0	3	0	1	0	20	0	6	0	0	0	3
ASV_6053	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_6058	0	3	0	0	0	0	0	0	0	0	0	0	0	9	0	0
ASV_6078	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6081	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6100	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_6112	0	4	593	348	0	16	0	13	0	0	0	3	0	0	3	2
ASV_6121	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ASV_6127	0	43	0	0	0	0	0	0	0	1	0	0	0	2	0	0
ASV_6131	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
ASV_6136	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6151	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6154	0	2	0	0	0	0	0	4	0	3	0	0	8	2	0	0
ASV_6155	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_6163	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV_6171	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_6172	0	0	7	7	0	1	0	59	0	71	0	25	0	0	0	2
ASV_6189	3	1	16	7	0	0	1	2	0	0	0	4	0	3	0	3
ASV_6198	3	10	0	2	0	18	0	10	0	7	3	28	0	8	0	0
ASV_6199	236	8	1585	362	72	237	107	153	1266	37	489	70	976	2	78	0
ASV_6201	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0
ASV_6203	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV_6211	3	0	8	6	0	0	3	0	8	1	16	2	10	2	0	0
ASV_6217	0	1	0	0	0	0	0	2	0	2	0	2	0	2	0	0
ASV_6222	0	11	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV_6224	1	0	0	0	0	0	2	0	14	0	5	0	0	5	8	0
ASV_6225	0	0	0	0	0	4	0	135	1	0	0	7	3	10	0	0
ASV_6236	0	0	0	0	0	1	0	0	0	1	0	1	0	3	0	0
ASV_6261	0	47	34	107	0	2	0	3	0	0	0	1	0	0	0	43
ASV_6267	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV_6271	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0
ASV_6284	0	0	0	0	0	0	0	3	0	2	0	6	0	0	0	0
ASV_6289	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
