#OTUID	KOSMOSD15_M1AS_UU	KOSMOSD15_MPAS_UU	KOSMOSD1_M1BS_UU	KOSMOSD1_MPBS_UU	KOSMOSD24_M1AS_UU	KOSMOSD24_MPAS_UU	KOSMOSD32_M1AS_UU	KOSMOSD32_MPAS_UU	KOSMOSD36_M1AS_UU	KOSMOSD36_MPAS_UU	KOSMOSD42_M1AS_UU	KOSMOSD42_MPAS_UU	KOSMOSD48_M1AS_UU	KOSMOSD48_MPAS_UU	KOSMOSD8_M1AS_UU	KOSMOSD8_MPAS_UU
ASV_17276	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_17279	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_17329	2	0	0	1	0	0	0	1	0	0	0	3	0	1	0	0
ASV_17400	1	4	16	16	0	0	0	0	0	0	0	0	0	0	0	2
ASV_17522	1	11	2	0	0	14	3	1	6	1	2	0	30	1	4	2
ASV_17541	0	5	1	0	0	20	0	0	0	0	0	0	0	1	1	0
ASV_17583	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17592	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17691	0	0	0	0	0	0	0	0	52	0	2	1	0	0	0	0
ASV_17697	0	0	0	0	0	0	6	0	0	0	12	0	0	0	0	0
ASV_17698	24	0	2	6	0	4	0	5	0	2	0	0	0	5	0	0
ASV_17707	2	0	3	4	0	0	0	5	0	0	0	0	0	0	0	0
ASV_17728	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0
ASV_17729	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0
ASV_17778	0	5	0	0	0	0	0	12	0	0	0	11	0	0	0	0
ASV_17814	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_17936	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_17937	39	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_18031	4	0	0	0	0	2	40	52	420	32	50	0	0	0	0	1
ASV_18032	0	1	5	2	0	3	0	19	0	14	0	8	0	2	0	0
ASV_18045	2	200	318	196	0	60	0	52	0	17	0	2	0	15	0	14
ASV_18108	0	57	237	257	0	142	0	31	0	3	2	4	0	26	4	3
ASV_18117	0	57	7	9	0	62	0	1	0	3	0	2	0	8	0	0
ASV_18186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV_18225	0	2	2	7	0	4	30	1	165	7	94	0	70	0	6	0
ASV_18266	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0
ASV_18346	12	62	1	0	2	20	0	2	0	0	0	0	0	0	19	7
ASV_18351	0	11	0	0	0	24	0	0	0	2	0	0	0	0	0	0
ASV_18391	6	4	10	55	0	15	0	9	0	0	0	0	0	0	0	4
ASV_18470	15	0	6	0	23	9	0	8	6	4	19	2	11	0	0	0
ASV_18493	0	0	0	0	0	0	0	0	0	0	1	0	21	0	0	0
ASV_18511	1	2	0	0	0	5	0	0	0	0	0	2	0	4	0	0
ASV_18567	0	27	8	13	0	2	0	0	0	6	0	0	0	0	6	8
ASV_18608	0	0	0	0	0	6	0	0	0	27	0	0	0	0	0	0
ASV_18786	0	14	0	0	0	5	0	0	0	0	0	0	0	0	0	1
ASV_18830	0	0	18	101	0	0	0	0	0	0	0	0	0	2	900	0
ASV_18854	2	2	4	0	0	2	2	0	1	0	0	0	1	4	0	1
ASV_18932	0	65	0	1	0	10	0	0	0	4	0	11	0	10	0	8
ASV_18947	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_18949	0	12	16	2	0	1	0	1	0	0	0	0	0	0	0	0
ASV_19134	0	0	0	0	0	6	0	3	0	1	0	0	0	2	2	2
ASV_19307	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_19411	13	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0
ASV_19419	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_19575	0	0	0	0	0	0	0	2	0	0	0	0	17	0	0	0
ASV_19771	0	0	0	33	0	204	0	0	0	67	0	0	0	0	0	0
ASV_19836	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_19911	17	13	166	91	0	9	0	1	2	3	14	2	131	10	11	8
ASV_19935	5	0	0	0	0	2	0	1	0	0	0	1	0	0	6	0
ASV_20068	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_20074	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15
ASV_20346	0	6	0	0	0	17	8	6	11	6	4	0	51	2	0	4
ASV_20358	27	0	0	0	0	5	0	6	0	2	0	0	0	0	0	1
ASV_20668	6	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
ASV_20719	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_20799	0	1	1	6	0	0	0	0	0	0	0	0	0	0	1	8
ASV_20903	0	0	28	15	0	0	0	0	0	0	0	0	0	0	4	2
ASV_20952	0	0	0	0	0	0	0	0	6	0	0	5	0	0	0	0
ASV_20982	0	0	1	2	0	0	0	0	0	0	0	4	0	0	0	0
ASV_21012	4	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0
ASV_21142	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_21203	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_21768	0	0	0	0	0	5	0	0	0	0	0	6	0	2	0	0
ASV_21876	5	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0
ASV_22893	0	37	2	8	0	11	0	5	0	0	0	14	0	48	0	49
ASV_22943	1	1	15	2	0	0	0	2	0	0	2	0	0	0	0	0
ASV_22945	0	8	6820	5258	0	0	0	2	0	7	0	0	0	20	1	0
ASV_22990	0	0	0	0	2	0	14	0	276	0	75	1	8	0	0	0
ASV_23075	7	109	310	361	69	247	0	101	0	8	0	6	0	19	1	2
ASV_23089	0	1	7	13	0	0	0	0	0	0	0	0	0	0	0	4
ASV_23095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_23127	0	0	3	0	0	0	0	10	0	2	0	3	0	1	0	0
ASV_23137	0	1	13	18	0	1	0	1	0	3	0	2	0	1	0	0
ASV_23161	8	0	0	0	0	0	4	3	2	0	0	0	0	0	0	0
ASV_23171	0	0	22	0	0	0	0	0	0	0	0	1	0	0	3	0
ASV_23196	0	8	10	0	0	14	0	1	0	0	0	0	0	9	0	0
ASV_23200	109	4	5	0	0	0	0	10	0	2	0	1	0	2	0	0
ASV_23208	70	8	0	0	2	0	0	0	0	1	0	0	0	0	4	9
ASV_23214	0	2	6	1	0	0	0	2	0	9	0	3	0	27	0	2
ASV_23215	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_23241	7	19	19	11	0	1	0	0	0	0	0	0	0	0	0	14
ASV_23248	1	2	0	0	0	0	0	0	0	2	0	1	4	0	0	0
ASV_23256	45	2	0	0	1	0	0	2	0	5	0	0	2	3	0	0
ASV_23303	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_23335	55	0	27	45	0	2	0	0	1	0	0	0	0	0	0	0
ASV_23345	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_23388	8	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0
ASV_23395	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV_23397	0	6	7	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_23421	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_23424	0	0	0	0	2	3	1	1	10	9	9	5	0	0	0	0
ASV_23436	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
ASV_23446	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_23502	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0
ASV_23612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_23618	0	2	6	2	0	1	0	10	0	4	0	0	0	5	0	10
ASV_23686	5	0	0	0	6	0	6	0	15	0	5	0	3	0	0	0
ASV_23689	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_23699	6	0	0	0	7	0	0	0	13	0	9	1	10	0	0	0
ASV_23711	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ASV_23763	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV_23812	8	76	34	4	0	31	0	0	0	0	0	0	1	0	12	10
ASV_23835	0	0	5	0	0	4	0	0	0	0	0	1	0	1	0	3
ASV_23882	40	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_23892	0	0	0	0	0	0	2	0	0	0	0	7	0	10	0	0
ASV_23972	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV_24034	0	5	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ASV_24060	0	0	0	0	0	0	0	2	0	0	0	0	0	13	0	0
ASV_24061	0	0	0	0	0	3	0	0	0	0	0	0	0	38	0	0
ASV_24075	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_24077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_24085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ASV_24116	0	0	0	0	0	0	0	0	0	4	0	13	0	11	0	0
ASV_24120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ASV_24255	0	0	26	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24381	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24565	5	471	0	0	0	0	0	0	0	5	0	0	0	4	0	0
ASV_24642	4	0	0	0	0	0	50	0	12	0	0	0	1	0	0	0
ASV_24644	0	0	0	0	7	0	3	0	14	0	8	1	4	0	0	0
ASV_24653	0	19	1	0	0	6	0	5	0	72	0	18	0	21	0	10
ASV_24656	2	0	0	0	11	0	3	0	11	0	2	0	6	0	0	0
ASV_24672	2	0	0	0	8	0	3	2	3	0	2	0	3	0	0	0
ASV_24683	0	0	0	0	0	0	0	25	0	0	0	2	0	0	0	0
ASV_24689	0	2	1	3	0	0	0	3	0	0	0	0	0	2	0	1
ASV_24707	0	0	1	0	0	0	3	0	1	0	3	0	0	1	0	0
ASV_24710	10	63	0	0	0	3	0	0	1	2	0	4	0	14	1	24
ASV_24713	5	0	0	0	6	0	4	0	11	0	10	0	4	0	0	0
ASV_24728	6	4	1	1	0	0	0	0	0	10	0	1	0	0	3	0
ASV_24782	1	0	0	0	5	0	4	0	4	0	11	0	3	0	1	0
ASV_24793	0	1	0	0	0	0	0	1	0	8	0	7	0	13	0	0
ASV_24825	0	2	3	7	0	1	0	1	0	1	0	0	0	2	0	7
ASV_24872	0	0	22	11	0	13	0	0	0	2	0	1	0	7	0	0
ASV_24910	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_24912	3	0	0	0	0	0	5	0	5	2	0	0	0	0	0	0
ASV_24929	4	1	0	3	0	1	0	0	0	0	0	0	0	1	1	0
ASV_24987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_25034	0	2	0	0	0	12	0	0	0	0	0	0	0	0	0	0
ASV_25036	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV_25188	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ASV_25275	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_25392	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25408	2	0	0	0	0	0	1	0	4	1	7	0	10	0	0	0
ASV_25472	0	0	2	2	77	0	34	0	0	0	0	0	0	0	1	0
ASV_25479	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25481	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV_25504	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0
ASV_25506	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ASV_25532	2	0	1	3	0	0	0	0	0	0	6	0	3	0	0	0
ASV_25567	0	0	0	0	12	0	7	0	1	0	1	0	1	0	0	0
ASV_25592	0	2	9	3	0	0	0	0	0	0	0	0	0	3	0	0
ASV_25640	0	4	0	0	0	30	0	26	0	1	0	12	0	12	0	0
ASV_25737	0	0	0	0	5	0	1	0	6	1	4	0	10	0	0	0
ASV_25888	0	0	3	1	0	1	0	0	0	0	0	0	0	1	0	0
ASV_26068	0	0	0	0	3	0	0	0	8	2	8	0	2	0	0	0
ASV_26164	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_26181	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_26219	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_26297	0	11	83	42	0	12	0	4	0	9	1	8	0	21	0	2
ASV_26346	788	3	1242	1735	3075	1007	1688	7107	4779	3259	2636	16197	3185	11444	27	10927
ASV_26347	0	186	62	6	0	0	0	9	0	0	0	0	0	916	0	132
ASV_26348	0	0	2	8	2	1	0	0	0	0	0	2	0	0	8	1
ASV_26349	947	194	4423	3852	0	164	0	65	0	5	0	42	0	0	5990	135
ASV_26350	7	2655	477	299	1	2133	1	22	0	30	6	164	0	3934	485	456
ASV_26351	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	20
ASV_26352	2	5	7	2	0	0	0	0	0	0	0	0	0	0	0	12
ASV_26353	0	0	5781	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26354	0	3	4043	1338	0	1	0	21	0	10	1	1	6	9	5	4
ASV_26355	30	372	665	691	1	455	2	102	0	134	0	107	1	522	39	268
ASV_26356	1	15	0	0	3	0	1	0	0	0	0	0	0	5	0	0
ASV_26357	0	0	0	0	0	0	0	9	0	7	1	3394	2	953	0	0
ASV_26358	53	4	0	0	7	0	2	5	0	0	0	0	1	0	0	0
ASV_26359	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0
ASV_26360	0	17	1388	1729	0	2	0	9	0	2	0	7	0	0	0	1
ASV_26361	4	3	1	0	0	0	1	0	0	0	0	0	0	0	0	16
ASV_26362	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
ASV_26363	10	0	0	0	0	0	16	0	45	0	3	0	0	0	0	0
ASV_26364	64	20	35	13	0	23	1	4	0	3	0	0	0	0	3	9
ASV_26365	6	0	0	1	0	7	1	1	2953	5	0	1	0	0	2	0
ASV_26366	204	459	554	414	13	4	5	8	8	138	1	59	0	14	451	10
ASV_26367	33	3	6	5	0	0	0	48	0	12	0	11	0	7	2	7
ASV_26368	3	34	0	9	3	159	5	1766	2	279	0	1	0	2	0	6
ASV_26369	24	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV_26370	2	1	28	10	0	3	0	1	70	0	297	2	1579	0	5	3
ASV_26371	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	3
ASV_26372	7	9	0	42	0	30	0	580	1	680	28	221	362	2	55	0
ASV_26373	0	0	1	2	0	0	0	0	0	0	0	1	0	0	2	1
ASV_26374	0	0	0	0	0	0	0	1	12	0	217	3	1706	0	0	0
ASV_26375	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_26376	679	152	385	235	4	139	1	47	0	9	0	42	2	60	95	7
ASV_26377	109	0	1	1	4	1	0	0	0	0	0	0	1	0	0	6
ASV_26378	4	17	5	4	0	0	0	1	8	4	12	9	1	6	4	15
ASV_26379	36	23	86	513	1	375	0	124	0	334	0	212	0	6	4	15
ASV_26383	0	65	0	0	1	408	0	1205	0	26	0	25	0	0	0	0
ASV_26384	123	68	324	44	0	0	16	222	0	19	398	327	52	1	97	0
ASV_26385	0	13	0	12	0	3	19	7	3	7	7	4	0	24	1	4
ASV_26386	8	30	34	42	0	68	0	14	0	54	8	225	0	982	36	15
ASV_26387	2	60	13	28	0	8	0	4	0	3	6	110	3	827	1	24
ASV_26388	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26390	603	0	0	0	1	15	0	451	0	3	231	0	91	0	0	2
ASV_26392	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26393	38	0	1	0	3	0	46	0	735	1	324	0	1	1	8	0
ASV_26394	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_26395	0	3	23	60	1	0	0	0	0	0	0	0	0	0	0	1
ASV_26396	0	0	0	0	0	0	301	4	5	219	225	173	65	0	0	0
ASV_26397	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_26398	64	14	0	14	5	0	0	82	18	668	17	137	67	32	6	0
ASV_26399	4	0	0	0	0	2	0	3	0	1	0	1	0	3	0	2
ASV_26402	1	3	0	0	0	0	2	0	22	1	2	0	2	0	31	0
ASV_26403	0	45	0	0	0	71	0	526	0	225	2	167	0	3	0	0
ASV_26404	4	0	0	0	3	0	1	0	18	0	213	0	119	2	0	15
ASV_26405	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	995
ASV_26406	689	81	61	0	1	0	1	0	0	0	0	0	0	0	32	4
ASV_26407	10	0	0	0	1	0	0	10	0	0	0	2	0	6	0	5
ASV_26409	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_26410	9	46	29	107	0	36	0	5	0	21	0	15	0	22	1	24
ASV_26411	0	96	138	173	0	27	0	29	0	3	0	25	0	3	0	170
ASV_26413	4	20	2	4	0	34	0	32	0	54	2	12	0	41	0	159
ASV_26414	0	4	1	3	0	1	0	0	0	0	0	0	0	0	0	2
ASV_26415	0	155	65	73	0	12	0	48	0	10	0	75	0	17	4	197
ASV_26416	665	3	8	3	1	16	0	6	0	0	0	0	0	0	0	7
ASV_26419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_26421	3	75	18	4	0	21	0	0	0	1	1	15	0	16	127	0
ASV_26422	1	9	486	0	6	0	0	0	0	0	0	0	0	0	0	18
ASV_26424	1	27	63	3	0	13	0	7	0	1	0	0	0	0	0	0
ASV_26427	0	50	0	0	2	7	0	11	0	1	0	0	0	0	0	0
ASV_26429	118	165	25	9	0	54	0	5	0	26	0	9	0	39	34	31
ASV_26431	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26433	0	152	107	108	0	97	0	22	0	7	0	27	3	1	0	4
ASV_26434	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26436	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26437	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_26438	0	30	0	0	0	0	0	0	0	17	5	358	0	77	0	0
ASV_26441	0	3	37	39	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26442	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26443	0	0	7	5	38	0	35	0	140	0	69	6	58	0	17	0
ASV_26445	151	7	12	9	2	4	19	0	54	3	28	10	0	3	78	0
ASV_26446	0	0	0	0	0	0	0	2	0	0	0	1	0	2	0	3
ASV_26447	14	2	0	0	0	6	0	0	1	1	0	3	0	0	0	0
ASV_26449	2	6	0	0	0	0	0	1	0	0	0	0	0	0	4	0
ASV_26450	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26451	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0
ASV_26452	0	0	0	0	0	0	0	0	2	0	3	1	428	0	0	0
ASV_26453	4	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2
ASV_26454	12	6	28	54	0	26	0	2	0	12	0	4	0	13	4	14
ASV_26455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ASV_26456	0	0	0	9	2	1	0	380	0	0	0	10	0	17	0	0
ASV_26457	0	52	5	0	0	93	0	6	2	0	1	1	0	10	3	12
ASV_26458	348	1	6	0	0	0	0	0	0	0	0	0	0	7	3	0
ASV_26459	0	9	0	0	0	0	0	6	0	2	0	38	0	346	0	0
ASV_26460	0	0	0	0	0	3	0	0	0	0	0	0	2	2	8	1
ASV_26461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_26465	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26467	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ASV_26468	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ASV_26469	0	0	0	0	0	10	0	314	0	12	0	2	0	19	0	0
ASV_26470	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_26471	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_26474	0	5	0	0	0	12	0	4	0	319	0	6	0	2	0	0
ASV_26475	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_26476	0	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0
ASV_26477	0	0	0	0	0	1	0	252	0	55	0	32	0	0	0	0
ASV_26478	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_26479	4	17	3	1	0	4	0	5	0	2	0	0	0	1	0	2
ASV_26480	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_26481	9	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV_26483	11	4	22	121	0	65	0	20	2	45	0	30	0	3	0	2
ASV_26484	0	0	0	0	0	83	0	0	1	32	0	183	0	23	0	0
ASV_26485	35	9	0	1	0	2	0	0	3	9	0	0	0	0	0	0
ASV_26486	0	0	189	119	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26487	0	1	0	0	0	6	0	15	0	251	0	25	0	10	0	0
ASV_26488	0	29	17	7	0	36	0	2	0	1	0	3	0	0	25	9
ASV_26489	31	11	3	0	0	2	0	1	0	1	0	1	0	1	15	236
ASV_26490	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_26491	0	0	0	298	0	0	0	0	0	0	0	1	0	0	0	0
ASV_26493	1	0	2	0	0	0	0	0	4	0	15	0	264	1	0	0
ASV_26494	4	0	21	3	0	0	0	1	8	3	86	31	96	0	7	0
ASV_26496	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26497	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26498	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0
ASV_26499	49	0	0	0	0	1	0	3	0	1	0	6	0	9	0	0
ASV_26501	0	19	111	38	0	4	0	2	0	11	1	8	0	20	9	28
ASV_26502	11	0	3	1	0	0	1	3	3	2	0	0	0	2	0	1
ASV_26503	0	6	0	0	0	0	0	2	0	0	0	0	0	1	0	5
ASV_26504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_26506	1	0	0	0	0	0	5	0	153	0	82	0	9	0	0	0
ASV_26507	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0
ASV_26508	6	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0
ASV_26509	0	93	2	0	0	29	0	0	0	0	0	0	0	120	0	2
ASV_26510	0	117	17	31	0	2	0	0	0	7	0	11	0	2	2	9
ASV_26511	0	2	1	3	0	0	3	0	56	0	4	0	0	0	0	1
ASV_26512	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8
ASV_26513	0	0	0	0	0	200	0	0	0	0	2	9	0	20	0	0
ASV_26514	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV_26516	2	7	3	5	0	24	0	23	0	26	0	14	0	46	0	18
ASV_26517	0	0	0	0	0	1	0	27	0	0	0	0	0	0	0	0
ASV_26518	122	3	2	3	0	0	0	9	2	0	0	2	0	1	14	1
ASV_26519	0	0	0	0	0	0	0	25	0	0	0	40	0	160	0	0
ASV_26521	7	3	2	14	7	15	14	4	7	9	2	0	0	2	16	5
ASV_26523	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_26525	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0
ASV_26526	0	0	0	1	0	196	0	5	0	2	0	5	0	1	0	0
ASV_26527	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26528	0	2	0	47	0	18	0	0	0	53	0	1	0	3	0	79
ASV_26530	0	0	0	0	0	1	0	4	0	0	0	0	0	5	0	0
ASV_26531	0	0	0	0	0	8	0	3	0	26	0	27	0	39	0	0
ASV_26533	8	1	0	1	6	11	1	132	1	2	0	2	0	1	38	1
ASV_26534	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26537	0	64	12	11	0	2	0	5	0	7	0	25	0	7	0	67
ASV_26539	0	18	5	16	0	1	0	0	0	0	0	4	0	28	0	46
ASV_26540	0	4	0	0	0	0	2	2	2	0	10	2	0	9	0	4
ASV_26541	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_26542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	188
ASV_26543	0	0	136	61	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26544	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_26546	73	3	0	0	9	42	22	7	4	0	5	0	6	0	5	0
ASV_26548	0	1	3	0	0	1	0	2	0	7	0	18	0	32	116	0
ASV_26549	0	26	0	0	0	0	0	0	0	21	0	93	0	8	0	20
ASV_26551	0	5	0	0	0	5	0	1	0	3	0	0	0	5	0	0
ASV_26552	0	2	0	8	0	0	0	0	0	0	0	1	0	3	0	9
ASV_26553	0	35	98	15	0	18	0	0	0	0	0	0	0	0	1	6
ASV_26554	3	1	97	65	0	1	0	0	0	0	0	0	0	0	0	1
ASV_26557	139	5	4	1	0	4	0	1	0	1	0	2	0	0	0	3
ASV_26558	8	0	2	0	4	0	14	0	98	0	29	0	2	0	8	3
ASV_26559	35	53	2	1	0	6	0	1	0	3	0	7	0	8	15	10
ASV_26560	0	0	0	0	119	0	13	0	0	0	0	0	0	0	0	0
ASV_26562	0	0	49	8	0	0	0	0	0	0	0	0	0	0	0	57
ASV_26564	0	19	6	1	0	3	0	0	0	0	3	0	27	0	0	0
ASV_26565	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26566	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_26567	0	13	0	5	0	1	0	0	0	1	0	0	0	1	0	8
ASV_26570	111	0	3	0	0	0	0	12	0	3	0	2	0	1	4	3
ASV_26572	0	1	0	2	0	6	0	0	0	0	0	0	0	3	0	0
ASV_26574	0	144	0	0	0	0	0	3	0	0	0	1	0	1	0	0
ASV_26575	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26577	6	0	0	0	27	0	15	2	48	0	30	0	17	0	1	0
ASV_26579	0	0	0	0	0	0	0	0	0	145	0	1	0	1	0	0
ASV_26581	18	0	5	2	0	1	1	5	2	2	0	11	0	12	0	4
ASV_26582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_26584	0	2	15	10	0	0	0	0	0	0	0	0	1	0	2	1
ASV_26587	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_26590	0	6	28	24	0	44	0	6	0	2	0	2	0	0	0	0
ASV_26591	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
ASV_26593	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26594	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ASV_26595	0	5	102	23	0	0	0	0	0	0	0	0	0	0	0	2
ASV_26596	0	19	4	0	0	10	0	1	0	2	0	2	0	16	2	11
ASV_26597	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ASV_26598	5	1	22	17	0	5	0	0	0	0	0	0	0	0	0	14
ASV_26599	120	0	0	0	0	0	1	0	0	0	0	2	0	9	0	0
ASV_26601	0	0	0	0	0	0	0	0	0	1	0	128	0	1	0	0
