"","ASV","KOSMOS.D3.control1","KOSMOS.D3.control2","field_blank_mean_perc","envt_mean_perc","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"2053","D_3__Legionellales_D_4__Legionellaceae$4e6044a913f5ea186f25dbb6793c0d09",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",""
"2054","4ec6c005de56a117fea6e168c8ec9478$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2055","D_3__uncultured_bacterium_D_4__uncultured_bacterium$50b006b8e5460ed29bf38761802b4207",0,14,2.67317393579036e-05,NA,"Bacteria","Patescibacteria","Parcubacteria","","","",""
"2056","54ab01b823f358929355766d28712d83$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2057","D_3__Coxiellales_D_4__Coxiellaceae$55c885a7812174d78fff0637ca8cd6c4",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella",""
"2058","D_3__Betaproteobacteriales_D_4__Rhodocyclaceae$573cac083bb3767f636f6645da73eeac",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","",""
"2059","D_3__Rhizobiales_D_4__Rhizobiaceae$5753220f1ee1734ed562fc0b4b86e61b",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","",""
"2060","D_3__Reyranellales_D_4__Reyranellaceae$5a26da712ca2504abe1f3ce4b2bfdf95",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","",""
"2061","D_3__Rhodobacterales_D_4__Rhodobacteraceae$5ad44712528a37d4f50bcbd8575f6275",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Defluviimonas",""
"2062","5b2ea21187618b9594d1c88af45d7bc6$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2063","5e86ca8cd1f5932589585199e298ea92$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2064","5f02e3b6193a1844a63444d4d20a3c90$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2065","64c67c1394ab812e660c1ca57059c8ec$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2066","D_3__Myxococcales_D_4__P3OB-42$667e93c2fba622a1903c884a6a77a8fa",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","",""
"2067","D_3__Leptospirales_D_4__Leptospiraceae$6836a5e50e7ccb5e3c9e580497885cca",0,14,2.67317393579036e-05,NA,"Bacteria","Spirochaetes","Leptospirae","Leptospirales","Leptospiraceae","Leptospira",""
"2068","69218b266aab70265e07764147ffde0c$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2069","D_3__uncultured_bacterium_D_4__uncultured_bacterium$6ea43fbea8017fc6c82d39e16f729a89",0,14,2.67317393579036e-05,NA,"Bacteria","Planctomycetes","OM190","","","",""
"2070","D_3__JG36-GS-52$7185605098708b6c44f969403e89df19",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","JG36-GS-52","","",""
"2071","D_3__Magnetobacteriales_D_4__Magnetobacteriaceae$7280f3878fc3e39bc02426e1bb5afeb2",0,14,2.67317393579036e-05,NA,"Bacteria","Nitrospirae","Thermodesulfovibrionia","Magnetobacteriales","Magnetobacteriaceae","Candidatus_Magnetobacterium",""
"2072","7a9ca04d9da64baaa4598e812a8160df$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2073","7c7699f2c2cbf2ac2819c9d1bc0d5695$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2074","81580fe108d10d73c76f52cfd3abb8c6$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2075","823cf172e5c7754b24b5b3cb0a933f2f$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2076","82b628d047a1eab0cee37ad907e9fbe3$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2077","8615f259072f269b92d214e1ff1cd819$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2078","D_3__Betaproteobacteriales_D_4__Burkholderiaceae$882b648684847f008c05340a396db13c",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Inhella",""
"2079","D_3__Candidatus_Magasanikbacteria$88bfc4e0a1f8477001c91411697bdbc9",0,14,2.67317393579036e-05,NA,"Bacteria","Patescibacteria","ABY1","Candidatus_Magasanikbacteria","","",""
"2080","D_3__uncultured_bacterium_D_4__uncultured_bacterium$8e6362f72af3a8bd38a9dc82d1dc1858",0,14,2.67317393579036e-05,NA,"Bacteria","Omnitrophicaeota","","","","",""
"2081","92b4a8cf14e52937683a2744eaafb939$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2082","D_3__Rhodobacterales_D_4__Rhodobacteraceae$a057188f435d1d9a4f17db57c21c5f67",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter",""
"2083","a4172d186d2c7b5190a5dfd0dffc1cbc$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2084","D_3__Betaproteobacteriales_D_4__Gallionellaceae$a4ddcec96aea2ef46cd9a32b248edfdd",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Gallionellaceae","Sideroxydans",""
"2085","D_3__Rickettsiales_D_4__SM2D12$a54f5affef16025058106c8340ef7784",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","",""
"2086","D_3__Spirochaetales_D_4__Spirochaetaceae$a8f31ae832b745d6d290be7c84a93efc",0,14,2.67317393579036e-05,NA,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","",""
"2087","D_3__Oligoflexales_D_4__0319-6G20$ae19cd092b847073eafb6525722b5221",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","",""
"2088","D_3__Desulfovibrionales_D_4__Desulfovibrionaceae$b074a43f2e253948ec7ce3f0056949d9",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",""
"2089","D_3__Myxococcales_D_4__Haliangiaceae$b3abca0ea6a93dc4f436ec3651fbe90b",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",""
"2090","D_3__Pseudomonadales_D_4__Pseudomonadaceae$b3b1e3f275fd982fae9047a8a352aba0",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",""
"2091","D_3__Sphingomonadales_D_4__Sphingomonadaceae$b63544a6d6cd4975acbd253c7af0e411",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","",""
"2092","b8e73f3126ad16a12d2eb7f5b1833928$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2093","D_3__Rickettsiales_D_4__SM2D12$b94d98df5238ad886a6e8a51cba8be5d",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","",""
"2094","D_3__Myxococcales_D_4__bacteriap25$bb870824f5b4563e018137708159264a",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","bacteriap25","",""
"2095","D_3__uncultured_bacterium_D_4__uncultured_bacterium$bc668419ad8046d025a2e25167339d8c",0,14,2.67317393579036e-05,NA,"Bacteria","Omnitrophicaeota","","","","",""
"2096","c0eab416eadb64f930afa1575f336d10$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2097","D_3__Rickettsiales_D_4__SM2D12$c147fae42cb96a5bc9ef0a4eba917046",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","",""
"2098","D_3__Anaerolineales_D_4__Anaerolineaceae$c79737e0450457ba2f66835adce07c11",0,14,2.67317393579036e-05,NA,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"2099","D_3__Myxococcales_D_4__bacteriap25$c87688c70cd8ddf3fe93c162e11e0056",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","bacteriap25","",""
"2100","D_3__Gammaproteobacteria_Incertae_Sedis_D_4__Unknown_Family$cab27c6affdca7c9cc65118277819cd6",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Candidatus_Berkiella",""
"2101","D_3__Ignavibacteriales_D_4__PHOS-HE36$cc3104dce836d3b051960407620a6f6e",0,14,2.67317393579036e-05,NA,"Bacteria","Bacteroidetes","Ignavibacteria","Ignavibacteriales","PHOS-HE36","",""
"2102","D_3__Sphingomonadales_D_4__Sphingomonadaceae$d0072e7b8502c20abf9f91bd8ffc6e30",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","",""
"2103","D_3__Planctomycetales_D_4__Rubinisphaeraceae$d3bb0dfe89abae5c5de74152e0da40a8",0,14,2.67317393579036e-05,NA,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Rubinisphaeraceae","",""
"2104","d68db4af1315b2e1e7417593ba24b0dd$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2105","D_3__uncultured_organism_D_4__uncultured_organism$d960663ceb6480cda22671cecbf4bf23",0,14,2.67317393579036e-05,NA,"Bacteria","Planctomycetes","vadinHA49","","","",""
"2106","D_3__Chitinophagales_D_4__Saprospiraceae$d9e6ef1e9b151a476479796972df6b57",0,14,2.67317393579036e-05,NA,"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","",""
"2107","D_3__Rhodobacterales_D_4__Rhodobacteraceae$dc6277e9224d212f08edeb18063e1754",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tabrizicola",""
"2108","D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$de6da287941712d2cff70a99e07f60ca",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",""
"2109","df3ca675ff6fe42092baae7983b9440c$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2110","D_3__Fibrobacterales_D_4__Fibrobacteraceae$dfa9bf37f7712c823476a0bf3d4dc26a",0,14,2.67317393579036e-05,NA,"Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","",""
"2111","D_3__Caulobacterales_D_4__Caulobacteraceae$e3ad1d9d66b9c3b7246916862ccdc719",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","",""
"2112","e53c995ea55a64bfe24b8f07b9bee9da$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2113","e8b28ce708e50176acc5ae05db159cac$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2114","e9e595e2412bf294177705a2786f28e3$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2115","D_3__Rhodobacterales_D_4__Rhodobacteraceae$ef209682f4737dee4650f5ec38a8dea9",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","",""
"2116","D_3__Myxococcales_D_4__Phaselicystidaceae$f162b00f06aefe1be9b80fa9f7963fb6",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Phaselicystidaceae","Phaselicystis",""
"2117","f4ec18d98656af80bc7a11d98eb54682$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2118","D_3__Rhizobiales_D_4__Hyphomicrobiaceae$f5620cca41d2e9a1c87dbd6d88d71415",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",""
"2119","D_3__Flavobacteriales_D_4__Flavobacteriaceae$ae117b6f13cd6f9827233fc4f78271f2",0,13,2.48223294037676e-05,0.000279925114433387,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5_marine_group",""
"2120","D_3__Flavobacteriales_D_4__Flavobacteriaceae$fe6e018aba317dc37296d49f81335260",13,0,2.48223294037676e-05,0.000236736668206521,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5_marine_group",""
"2121","b11577a65d6a18a679fb344530f3a4de$Unassigned",10,3,2.48223294037676e-05,0.00013340431167854,"Unassigned","","","","","",""
"2122","D_3__Caulobacterales_D_4__Caulobacteraceae$b44b468d4edbfd88b49f9b405166d57b",0,13,2.48223294037676e-05,2.84723830680816e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",""
"2123","93f5d54cd4da31fc2ef99ec58341ce10$Unassigned",0,13,2.48223294037676e-05,1.2796576659812e-06,"Unassigned","","","","","",""
"2124","1006d9c1089bdbc14ca0d2176d1617d1$Unassigned",0,13,2.48223294037676e-05,6.39828832990598e-07,"Unassigned","","","","","",""
"2125","D_3__Micavibrionales_D_4__Micavibrionaceae$b34a2422dd0342b4e0eee5163e36f2d5",0,13,2.48223294037676e-05,6.39828832990598e-07,"Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","",""
"2126","D_3__Rickettsiales_D_4__Rickettsiaceae$03262a0c70601c3e550912f2be72af2d",0,13,2.48223294037676e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Candidatus_Megaira",""
"2127","0419822abbf9d639c981dc31a20bf168$Unassigned",0,13,2.48223294037676e-05,NA,"Unassigned","","","","","",""
"2128","D_3__Planctomycetales_D_4__Rubinisphaeraceae$095183950edd9471bf4d46980c9c4753",0,13,2.48223294037676e-05,NA,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Rubinisphaeraceae","Planctomicrobium","Planctomicrobium_piriforme"
"2129","0ce6a6a66bf934a03a49170d91dfb4e7$Unassigned",0,13,2.48223294037676e-05,NA,"Unassigned","","","","","",""
"2130","D_3__OPB56$0f39525ba23712d599a9b7086fd07396",0,13,2.48223294037676e-05,NA,"Bacteria","Bacteroidetes","Ignavibacteria","OPB56","","",""
"2131","D_3__Betaproteobacteriales_D_4__Rhodocyclaceae$1364380b696ddf1cef8cadabe7a5204e",0,13,2.48223294037676e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","",""
"2132","D_3__Rhizobiales_D_4__Hyphomicrobiaceae$1445d1b0aacd7d63d8f2104347077c01",0,13,2.48223294037676e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","",""
"2133","D_3__Candidatus_Peribacteria$15ba77c491e52e49dc69e56378f9c2a1",0,13,2.48223294037676e-05,NA,"Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peribacteria","","",""
"2134","D_3__uncultured_bacterium_D_4__uncultured_bacterium$16d2fdbd9229509be55560ea89d3ca1a",0,13,2.48223294037676e-05,NA,"Bacteria","Omnitrophicaeota","","","","",""
"2135","1977133292a7af7c47e50f9534bb4f2c$Unassigned",0,13,2.48223294037676e-05,NA,"Unassigned","","","","","",""
"2136","1bab438b53c4525c99ad87f4d1e83460$Unassigned",0,13,2.48223294037676e-05,NA,"Unassigned","","","","","",""
"2137","D_3__Nitrospirales_D_4__Nitrospiraceae$1fb988bd9d422379819996412657f982",0,13,2.48223294037676e-05,NA,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",""
"2138","20236cddfb0af1b925ec2ca2226fe9a5$Unassigned",0,13,2.48223294037676e-05,NA,"Unassigned","","","","","",""
"2139","2068f58136cfcb6fb42ee11ac4688f4e$Unassigned",0,13,2.48223294037676e-05,NA,"Unassigned","","","","","",""
"2140","D_3__Omnitrophales_D_4__Omnitrophaceae$21ee0fee1c4954eb3a31eaf3f93e0304",0,13,2.48223294037676e-05,NA,"Bacteria","Omnitrophicaeota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus",""
"2141","D_3__Pirellulales_D_4__Pirellulaceae$26c3cf33f4844111c80ea4c9aa8f676d",0,13,2.48223294037676e-05,NA,"Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","",""
"2142","D_3__Acetobacterales_D_4__Acetobacteraceae$32e1d1c3499474757079fbbb9da5dfbe",0,13,2.48223294037676e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas",""
"2143","D_3__Synergistales_D_4__Synergistaceae$32fcfbbd9d238b06ba84f682f464c5b2",0,13,2.48223294037676e-05,NA,"Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","",""
"2144","38115e387393bc65b2cb8910422cda39$Unassigned",0,13,2.48223294037676e-05,NA,"Unassigned","","","","","",""
"2145","D_3__Betaproteobacteriales_D_4__Burkholderiaceae$3ad8f870d97d6cd7b2f259ca51e611ab",0,13,2.48223294037676e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"2146","3b5dfa07327a83dc0985ac4f12f02d53$Unassigned",0,13,2.48223294037676e-05,NA,"Unassigned","","","","","",""
"2147","3bfbe73a8d3083826ac1acb1916331fd$Unassigned",0,13,2.48223294037676e-05,NA,"Unassigned","","","","","",""
"2148","D_3__Methylococcales_D_4__Methylomonaceae$416c785f56320136095a87f16fb93372",0,13,2.48223294037676e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonaceae","Methylovulum","Methylococcaceae_bacterium_Sn10-6"
"2149","D_3__Phycisphaerales_D_4__Phycisphaeraceae$440b52c57b8edb9116c500425d4a4993",0,13,2.48223294037676e-05,NA,"Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02",""
"2150","458dd43db2fb781852f5abc365073862$Unassigned",0,13,2.48223294037676e-05,NA,"Unassigned","","","","","",""
"2151","D_3__Oligoflexales_D_4__0319-6G20$46015bd7002df74a9846e0e4b66238f6",0,13,2.48223294037676e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","",""
"2152","464b986b1c74a444353452724695643b$Unassigned",0,13,2.48223294037676e-05,NA,"Unassigned","","","","","",""
"2153","D_3__uncultured_bacterium_D_4__uncultured_bacterium$56c0e7bac989950b2f766d5964dd43f0",0,13,2.48223294037676e-05,NA,"Bacteria","GAL15","","","","",""
"2154","D_3__Betaproteobacteriales_D_4__Nitrosomonadaceae$58bf7b2b2c8babbc26593ac1d8aa2997",0,13,2.48223294037676e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Nitrosomonas",""
"2155","D_3__Paracaedibacterales_D_4__Paracaedibacteraceae$5b18d4b7223a97ebde49595ba188f743",0,13,2.48223294037676e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Candidatus_Paracaedibacter",""
"2156","5bef95362a51126de4b27af0178efb9d$Unassigned",0,13,2.48223294037676e-05,NA,"Unassigned","","","","","",""
"2157","D_3__Bdellovibrionales_D_4__Bacteriovoracaceae$5c45f6c7bdf1e301ee03d943e5168cab",0,13,2.48223294037676e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter",""
"2158","D_3__Holosporales_D_4__Holosporaceae$63bd920db93e3aa38781ac2e63f87fb1",0,13,2.48223294037676e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Holosporales","Holosporaceae","",""
"2159","64c294fccb1de2e75400ca44800b7c3d$Unassigned",0,13,2.48223294037676e-05,NA,"Unassigned","","","","","",""
"2160","D_3__Anaerolineales_D_4__Anaerolineaceae$656957de524ad234ac88892c1c286b77",0,13,2.48223294037676e-05,NA,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"2161","D_3__Rickettsiales_D_4__SM2D12$664b72c5c87ec655208151d181be4f46",0,13,2.48223294037676e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","",""
"2162","D_3__Saccharimonadales_D_4__uncultured_bacterium$6ba6edf81f55017ebd54982c94161ba2",0,13,2.48223294037676e-05,NA,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","","",""
"2163","D_3__Holosporales_D_4__Holosporaceae$6ee8448f1c6737e366739b4949c753c4",0,13,2.48223294037676e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Holosporales","Holosporaceae","",""
"2164","D_3__Desulfobacterales_D_4__Desulfobulbaceae$71a895fd78f07968d6a33d4a3fb7aa20",0,13,2.48223294037676e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","",""
"2165","D_3__Rhizobiales_D_4__Hyphomicrobiaceae$783d3c6dbb4750f1236aca5df3f851bc",0,13,2.48223294037676e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",""
"2166","D_3__uncultured_bacterium_D_4__uncultured_bacterium$7dc2cba4d4022869590640ba21e30665",0,13,2.48223294037676e-05,NA,"Bacteria","Planctomycetes","OM190","","","",""
"2167","7e0a0325696edbac6d9e36e0d09425c0$Unassigned",0,13,2.48223294037676e-05,NA,"Unassigned","","","","","",""
"2168","D_3__Oligoflexales_D_4__0319-6G20$86374be8cf40c7643c457d8a95816b5e",0,13,2.48223294037676e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","",""
"2169","D_3__Micrococcales_D_4__Microbacteriaceae$86e782bc33e9a66f62a491f89eb345c7",13,0,2.48223294037676e-05,NA,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Aurantimicrobium",""
"2170","D_3__Myxococcales_D_4__Polyangiaceae$8881ddf0c20de07e2964153771c04029",0,13,2.48223294037676e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Pajaroellobacter",""
"2171","D_3__uncultured_bacterium_D_4__uncultured_bacterium$8af9b0226a39fca309b3078d242908d5",0,13,2.48223294037676e-05,NA,"Bacteria","Planctomycetes","OM190","","","",""
"2172","D_3__Pseudomonadales_D_4__Moraxellaceae$8bbe862ae189aab440567acd258552f3",0,13,2.48223294037676e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Perlucidibaca",""
