"","ASV","KOSMOS.D3.control1","KOSMOS.D3.control2","field_blank_mean_perc","envt_mean_perc","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"939","D_3__Hydrogenedentiales_D_4__Hydrogenedensaceae$cde23cf37184d5ce985913f2860eea47",46,0,8.78328578902547e-05,3.19914416495299e-06,"Bacteria","Hydrogenedentes","Hydrogenedentia","Hydrogenedentiales","Hydrogenedensaceae","",""
"940","10744fa91f41fa76d5b0cafbf4d96181$Unassigned",0,46,8.78328578902547e-05,NA,"Unassigned","","","","","",""
"941","D_3__Betaproteobacteriales_D_4__Burkholderiaceae$24264b270888c16b4c73c67626980c92",0,46,8.78328578902547e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"942","D_3__Campylobacterales_D_4__Arcobacteraceae$276cb6820ce32097a1939fb7a3c4a448",0,46,8.78328578902547e-05,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",""
"943","D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$41c6a9422e16a75f66870a8cb1d4c326",0,46,8.78328578902547e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",""
"944","531dbc753a5f6dcdab586f2c83650074$Unassigned",0,46,8.78328578902547e-05,NA,"Unassigned","","","","","",""
"945","D_3__Alteromonadales_D_4__Pseudoalteromonadaceae$862a3a1d788bd639223f0243ac4d64fc",46,0,8.78328578902547e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas",""
"946","c62902f2eb9dd95daa370c7f866e770d$Unassigned",0,46,8.78328578902547e-05,NA,"Unassigned","","","","","",""
"947","D_3__uncultured_bacterium_D_4__uncultured_bacterium$cb9bb24b37eecc5d90bb79f738cbe6a9",0,46,8.78328578902547e-05,NA,"Bacteria","Omnitrophicaeota","","","","",""
"948","f0077beb08879f0cd097c5678185ef77$Unassigned",0,46,8.78328578902547e-05,NA,"Unassigned","","","","","",""
"949","f3e90312f0925b4b9ab565e5f636d349$Unassigned",0,46,8.78328578902547e-05,NA,"Unassigned","","","","","",""
"950","f87c31de125bbe4a03e1f903e480790a$Unassigned",0,46,8.78328578902547e-05,NA,"Unassigned","","","","","",""
"951","D_3__Betaproteobacteriales_D_4__Burkholderiaceae$fa5b4e95e737f646b4805caba2d6ea79",46,0,8.78328578902547e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ralstonia",""
"952","D_3__SAR324_clade(Marine_group_B)$032b916703397fd61cc9796a1886b159",45,0,8.59234479361188e-05,0.000252732389031286,"Bacteria","Proteobacteria","Deltaproteobacteria","SAR324_clade(Marine_group_B)","","",""
"953","D_3__Candidatus_Collierbacteria_D_4__uncultured_bacterium$0f5ef05de191fe2c26b928ac248d545a",0,45,8.59234479361188e-05,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus_Collierbacteria","","",""
"954","D_3__Clostridiales_D_4__Lachnospiraceae$222ddf32436aef1fcd067552482a13b5",0,45,8.59234479361188e-05,NA,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium",""
"955","D_3__Rhodobacterales_D_4__Rhodobacteraceae$3bd1685769c7d3c0085357d48e54ddf9",0,45,8.59234479361188e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tabrizicola",""
"956","D_3__Betaproteobacteriales_D_4__TRA3-20$4a905b100396b80911da49f7c3c98470",0,45,8.59234479361188e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20","",""
"957","D_3__Acidiferrobacterales_D_4__Acidiferrobacteraceae$50f22ec732081a85be85e6292b9b04d2",0,45,8.59234479361188e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Acidiferrobacterales","Acidiferrobacteraceae","Sulfurifustis",""
"958","D_3__Cytophagales_D_4__Cytophagaceae$771bf32a29d7d2ed900ba76342bfb4f5",0,45,8.59234479361188e-05,NA,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga",""
"959","D_3__Betaproteobacteriales_D_4__Rhodocyclaceae$9219e425c18f80d42b8a31e35e743319",0,45,8.59234479361188e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Methyloversatilis",""
"960","D_3__Betaproteobacteriales_D_4__Rhodocyclaceae$93ccaf6feb0fc067ee9fa9127522a7fb",0,45,8.59234479361188e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","",""
"961","D_3__Omnitrophales_D_4__Omnitrophaceae$982ceed5712833e4b6a393fe0c180037",0,45,8.59234479361188e-05,NA,"Bacteria","Omnitrophicaeota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus",""
"962","D_3__Oligoflexales_D_4__0319-6G20$c38d42788d8465c9113abd290a6413d4",0,45,8.59234479361188e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","",""
"963","D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$e14f9358e9ee29bbfc6680821c787305",0,45,8.59234479361188e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",""
"964","D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$f98efe8633a50788cdb44fa961d4e82c",0,45,8.59234479361188e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",""
"965","D_3__Synechococcales_D_4__Cyanobiaceae$b2c4f9c1885b68975043b0cddc5b94f5",44,0,8.40140379819828e-05,0.00329223926015312,"Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","Synechococcus_CC9902",""
"966","D_3__Rhizobiales_D_4__Hyphomicrobiaceae$f3066f78e2c2f208f03a63953c65c3e5",0,44,8.40140379819828e-05,2.23940091546709e-06,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium",""
"967","09f7f10ace0390a6a4e7b329440676ee$Unassigned",0,44,8.40140379819828e-05,NA,"Unassigned","","","","","",""
"968","D_3__Methylacidiphilales_D_4__Methylacidiphilaceae$0e931da74f987b72ef3b71ab39a5bf5e",0,44,8.40140379819828e-05,NA,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Methylacidiphilales","Methylacidiphilaceae","",""
"969","D_3__Candidatus_Zambryskibacteria$24e999c2466633059b75159d20e6f0f7",44,0,8.40140379819828e-05,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Zambryskibacteria","","",""
"970","D_3__Paceibacterales_D_4__Paceibacteraceae$2759f65f65882f46fde71eeb4715691c",0,44,8.40140379819828e-05,NA,"Bacteria","Patescibacteria","Parcubacteria","Paceibacterales","Paceibacteraceae","Candidatus_Paceibacter",""
"971","D_3__Caulobacterales_D_4__Caulobacteraceae$2fc4de6e14b758b974d53f45639a292d",0,44,8.40140379819828e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",""
"972","D_3__Obscuribacterales_D_4__uncultured_bacterium$302d523b540abc90fe77e141d34cab7c",0,44,8.40140379819828e-05,NA,"Bacteria","Cyanobacteria","Melainabacteria","Obscuribacterales","","",""
"973","D_3__Oligoflexales_D_4__0319-6G20$33bf1683632742776e47ff406f93bbf0",0,44,8.40140379819828e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","",""
"974","D_3__Dadabacteriales_D_4__uncultured_bacterium$4609104cd0e1a2e43aed4225269c9508",0,44,8.40140379819828e-05,NA,"Bacteria","Dadabacteria","Dadabacteriia","Dadabacteriales","","",""
"975","D_3__Caulobacterales_D_4__Caulobacteraceae$6b9b9bf00a3975d29543ee0f28bc92ae",0,44,8.40140379819828e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",""
"976","D_3__Paracaedibacterales_D_4__Paracaedibacteraceae$812f9e85e2102ae0bc76eb6012164a13",0,44,8.40140379819828e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","",""
"977","D_3__Betaproteobacteriales_D_4__Nitrosomonadaceae$aede1e5f57f9a589e90cb3c30c4984b6",0,44,8.40140379819828e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Nitrosomonas",""
"978","D_3__Syntrophobacterales_D_4__Syntrophaceae$d7d1ec364ff660992b09a8dbdd00b166",0,44,8.40140379819828e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophaceae","",""
"979","D_3__Xanthomonadales_D_4__Rhodanobacteraceae$ec8c8542b345d1194271b21b8abce17c",0,44,8.40140379819828e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Pseudofulvimonas",""
"980","D_3__Betaproteobacteriales_D_4__Rhodocyclaceae$f30422933020eda25713f5d79c90f0fb",0,44,8.40140379819828e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Dechloromonas",""
"981","D_3__Oceanospirillales_D_4__Pseudohongiellaceae$fcce57af8b3c5002466b347c2c83e284",0,44,8.40140379819828e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Pseudohongiellaceae","Pseudohongiella",""
"982","D_3__Pseudomonadales_D_4__Pseudomonadaceae$fdd20609b40eeab9775ab3f5cbedc4e9",0,44,8.40140379819828e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",""
"983","046b9a80fde1f2714e895e621d284aa8$Unassigned",43,0,8.21046280278468e-05,NA,"Unassigned","","","","","",""
"984","D_3__11-24_D_4__uncultured_Acidobacteria_bacterium$09a7d24c3b275b4616f5efb42c800c03",0,43,8.21046280278468e-05,NA,"Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","24-Nov","","",""
"985","165779b931c3b9b471724b6b92aa8d88$Unassigned",0,43,8.21046280278468e-05,NA,"Unassigned","","","","","",""
"986","D_3__Rhodospirillales_D_4__Magnetospirillaceae$76dbd87c0da75027a1bd68e3485a8e23",0,43,8.21046280278468e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospirillaceae","Magnetospirillum",""
"987","D_3__Paracaedibacterales_D_4__Paracaedibacteraceae$bccc0dda6be031eab90a4214da64b270",0,43,8.21046280278468e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","",""
"988","D_3__Rhizobiales_D_4__A0839$c3ff248c8d077fff781edd0ec14fd333",0,43,8.21046280278468e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","A0839","",""
"989","D_3__Chitinophagales_D_4__Chitinophagaceae$da689e7fbe9d2a71cc258a651a8d67e9",43,0,8.21046280278468e-05,NA,"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","",""
"990","e04c1ad9c4904505febf9ca7786435df$Unassigned",0,43,8.21046280278468e-05,NA,"Unassigned","","","","","",""
"991","4c68fd00fe098fb56ba48730225458ab$Unassigned",0,42,8.01952180737109e-05,0.00133308337353591,"Unassigned","","","","","",""
"992","D_3__Rhodospirillales_D_4__Magnetospirillaceae$13ece8782cd3caec111e0a50c9c77ef7",0,42,8.01952180737109e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospirillaceae","Magnetospirillum",""
"993","D_3__Rickettsiales_D_4__SM2D12$26a5bb2834669aa694b3d79724369698",0,42,8.01952180737109e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","",""
"994","D_3__Sphingomonadales_D_4__Sphingomonadaceae$3bdeb49bc1581e434c8a52a77123bed3",0,42,8.01952180737109e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"995","D_3__Sphingobacteriales_D_4__env.OPS_17$54051cb83bf042ffb61f42f382bfa542",0,42,8.01952180737109e-05,NA,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17","",""
"996","6250ea37b9163267e6d81936def043fd$Unassigned",0,42,8.01952180737109e-05,NA,"Unassigned","","","","","",""
"997","6a35b016cb1ea4f4d13476b078af8e9e$Unassigned",0,42,8.01952180737109e-05,NA,"Unassigned","","","","","",""
"998","$770e7f51209e0560c4734c21e6ae6109",0,42,8.01952180737109e-05,NA,"Bacteria","Patescibacteria","Parcubacteria","","","",""
"999","D_3__Caulobacterales_D_4__Hyphomonadaceae$853a0d8a0f0fdb49c253f8d9490652d7",0,42,8.01952180737109e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hirschia",""
"1000","870714458d4ed63a5b7e47fead7075a1$Unassigned",0,42,8.01952180737109e-05,NA,"Unassigned","","","","","",""
"1001","D_3__Tepidisphaerales_D_4__WD2101_soil_group$9c9dc94999324fb26e760ceffa05b279",0,42,8.01952180737109e-05,NA,"Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","",""
"1002","D_3__Myxococcales_D_4__Polyangiaceae$b97aa78425d75f0036801b0b87fa99c2",0,42,8.01952180737109e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Pajaroellobacter",""
"1003","D_3__Thiotrichales_D_4__Thiotrichaceae$bad4cc9c11ecf751cf823e3e031706f0",0,42,8.01952180737109e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Thiothrix",""
"1004","e1c2a572df2ebe292b4a77aa04b30034$Unassigned",0,42,8.01952180737109e-05,NA,"Unassigned","","","","","",""
"1005","D_3__Gammaproteobacteria_Incertae_Sedis_D_4__Unknown_Family$e1c80de01dd2018019fdad918f108b6d",0,42,8.01952180737109e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Acidibacter",""
"1006","e1df81adf38451755ae6e7fc02d908ed$Unassigned",0,42,8.01952180737109e-05,NA,"Unassigned","","","","","",""
"1007","e6518c6d0587cbdbbd6d13d2cc4c23a4$Unassigned",0,42,8.01952180737109e-05,NA,"Unassigned","","","","","",""
"1008","D_3__Oligoflexales_D_4__0319-6G20$0e8bdd0b892632a7232edbb9ab7da3c7",0,41,7.82858081195749e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","",""
"1009","D_3__uncultured_bacterium_D_4__uncultured_bacterium$1f089d64cc16b791df06f3f3ad5f8306",0,41,7.82858081195749e-05,NA,"Bacteria","Omnitrophicaeota","","","","",""
"1010","D_3__Betaproteobacteriales_D_4__Hydrogenophilaceae$289e83ab6e3abfa70f976531e65e5e9d",0,41,7.82858081195749e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Hydrogenophilaceae","Thiobacillus",""
"1011","D_3__Steroidobacterales_D_4__Steroidobacteraceae$4d24d8b3cd030ad33352e8a9a539d174",0,41,7.82858081195749e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","",""
"1012","D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$4dbd0973f3270bffa723135a36758a42",0,41,7.82858081195749e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",""
"1013","D_3__Halothiobacillales_D_4__Halothiobacillaceae$556bfed692d7160a79c506f76d99cbaa",0,41,7.82858081195749e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Halothiobacillales","Halothiobacillaceae","Thiovirga",""
"1014","D_3__Cytophagales_D_4__Cytophagaceae$56e3d041a5dd9fdbd040161e1b59518f",0,41,7.82858081195749e-05,NA,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga",""
"1015","60890b9774771b3c22e15268d802ee76$Unassigned",0,41,7.82858081195749e-05,NA,"Unassigned","","","","","",""
"1016","6812bb182ad2b1dc83f770d616b48f66$Unassigned",0,41,7.82858081195749e-05,NA,"Unassigned","","","","","",""
"1017","D_3__uncultured_bacterium_D_4__uncultured_bacterium$6c42b273ba7213e718e9ad38ee5098d1",0,41,7.82858081195749e-05,NA,"Bacteria","Gemmatimonadetes","BD2-11_terrestrial_group","","","",""
"1018","D_3__Rhizobiales_D_4__Xanthobacteraceae$6cabfb6defffd67e02e72ef4e577860a",0,41,7.82858081195749e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","",""
"1019","D_3__Gemmatales_D_4__Gemmataceae$85394f256ed1a2cbc3438c74648d04f8",0,41,7.82858081195749e-05,NA,"Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","",""
"1020","86ee79607119107b66bd09161f550765$Unassigned",0,41,7.82858081195749e-05,NA,"Unassigned","","","","","",""
"1021","D_3__Micavibrionales_D_4__uncultured$88720261b2ce1aa7dfeb3dcdc4c3b63b",0,41,7.82858081195749e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","","",""
"1022","8974404c1bf852120d6f7af0d6efdcc3$Unassigned",0,41,7.82858081195749e-05,NA,"Unassigned","","","","","",""
"1023","D_3__Oligoflexales_D_4__0319-6G20$95ae5fe44f2aa89a4bac0fe0befbc3bc",0,41,7.82858081195749e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","",""
"1024","97ff7b3871eb0eedd1c557d1356c6558$Unassigned",0,41,7.82858081195749e-05,NA,"Unassigned","","","","","",""
"1025","a901e415d21a14c2e52a7a1dfc226931$Unassigned",0,41,7.82858081195749e-05,NA,"Unassigned","","","","","",""
"1026","D_3__Betaproteobacteriales_D_4__Burkholderiaceae$bd4d6bfd3edbe1cfbce5da1f2b567f51",41,0,7.82858081195749e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Polynucleobacter",""
"1027","D_3__Rickettsiales_D_4__Rickettsiaceae$c08202446ac0f9e2f5b78165e44a887b",0,41,7.82858081195749e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","",""
"1028","D_3__Obscuribacterales_D_4__uncultured_bacterium$cd3a4d4814cb93ebff2972caf4e4f34d",41,0,7.82858081195749e-05,NA,"Bacteria","Cyanobacteria","Melainabacteria","Obscuribacterales","","",""
"1029","D_3__Legionellales_D_4__Legionellaceae$f86478dfe13a27f5f8d81b4ea4fa315c",0,41,7.82858081195749e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",""
"1030","D_3__Cellvibrionales_D_4__Cellvibrionaceae$32d7ea6bfafda3d4b04c566573ba8da1",0,40,7.63763981654389e-05,5.43854508042009e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Aestuariicella",""
"1031","d8e1d840436cf9f95232baccb96406f4$Unassigned",36,4,7.63763981654389e-05,2.55931533196239e-06,"Unassigned","","","","","",""
"1032","D_3__Corynebacteriales_D_4__Nocardiaceae$c2a8eea5ec02135399eacbfbaad36284",0,40,7.63763981654389e-05,3.51905858144829e-06,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia",""
"1033","168673f132e3533e2f62432721120c68$Unassigned",0,40,7.63763981654389e-05,NA,"Unassigned","","","","","",""
"1034","302ec6c2cfaed0fafcb2764ea68b7090$Unassigned",0,40,7.63763981654389e-05,NA,"Unassigned","","","","","",""
"1035","D_3__Bacillales_D_4__Staphylococcaceae$6ec6d44c6b03a8196dfa08d177740296",0,40,7.63763981654389e-05,NA,"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",""
"1036","D_3__Legionellales_D_4__Legionellaceae$787620cff41d340f1c3372ab861520e9",0,40,7.63763981654389e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",""
"1037","D_3__Dadabacteriales_D_4__uncultured_bacterium$acb0daa399d1eec47ac5b55b89fb901c",0,40,7.63763981654389e-05,NA,"Bacteria","Dadabacteria","Dadabacteriia","Dadabacteriales","","",""
"1038","D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$ddc859e013bea8ba3c4b7daadc55356e",0,40,7.63763981654389e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",""
"1039","D_3__Xanthomonadales_D_4__Rhodanobacteraceae$e999ef29f6d34ae157bdb0670c9b8e06",30,10,7.63763981654389e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dyella",""
"1040","f391c26737142a30bde29127913936b8$Unassigned",0,40,7.63763981654389e-05,NA,"Unassigned","","","","","",""
"1041","D_3__Sphingomonadales_D_4__Sphingomonadaceae$fb09c0a18fe102606755bae609cf8a1d",0,40,7.63763981654389e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","",""
"1042","D_3__Oceanospirillales_D_4__Oleiphilaceae$fcf490c207b4fd603f5011ccd7e7f4ea",0,40,7.63763981654389e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oleiphilaceae","Oleiphilus",""
"1043","D_3__Opitutales_D_4__Opitutaceae$ffc4ac75dc01d1df531346ab1efd87c4",0,40,7.63763981654389e-05,NA,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera",""
"1044","D_3__Reyranellales_D_4__Reyranellaceae$881fb3eefffdec4a1a89b43c9a6dbd55",0,39,7.44669882113029e-05,1.91948649897179e-06,"Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","",""
"1045","D_3__Reyranellales_D_4__Reyranellaceae$8060d8b76637961cdd960d062bfb1bba",0,39,7.44669882113029e-05,6.39828832990598e-07,"Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",""
"1046","D_3__Myxococcales_D_4__Phaselicystidaceae$07d34a0503efb9ae8efb42541f37cf40",0,39,7.44669882113029e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Phaselicystidaceae","Phaselicystis",""
"1047","08e235ce28e624eac934501b81d4be5e$Unassigned",0,39,7.44669882113029e-05,NA,"Unassigned","","","","","",""
"1048","D_3__Leptospirales_D_4__Leptospiraceae$16a6f876c606a064083af08ab7f1ad87",0,39,7.44669882113029e-05,NA,"Bacteria","Spirochaetes","Leptospirae","Leptospirales","Leptospiraceae","Leptospira",""
"1049","D_3__Oligoflexales_D_4__0319-6G20$1cfbc61b08e6e72b94b6387577e7aae5",0,39,7.44669882113029e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","",""
"1050","2ba380758f65080ce51e62f9fd478d23$Unassigned",0,39,7.44669882113029e-05,NA,"Unassigned","","","","","",""
"1051","D_3__Xanthomonadales_D_4__Xanthomonadaceae$45ddfe0cfb5e648b1639cbf8ee43e8d3",0,39,7.44669882113029e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Silanimonas",""
"1052","5075109e18f32c92c5100741162a23d1$Unassigned",0,39,7.44669882113029e-05,NA,"Unassigned","","","","","",""
"1053","D_3__Betaproteobacteriales_D_4__Burkholderiaceae$521a4153c500f3fe0960ade7c8d9f7a0",0,39,7.44669882113029e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"1054","D_3__Rickettsiales_D_4__Rickettsiaceae$56fd2204edd49e0fec1d652d19d2b456",0,39,7.44669882113029e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Candidatus_Megaira",""
"1055","D_3__Enterobacteriales_D_4__Enterobacteriaceae$648c03627611522e363fbf10e2c392e3",0,39,7.44669882113029e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacter",""
"1056","D_3__Flavobacteriales_D_4__Flavobacteriaceae$8c41eb0e1458d8905593b4c4e4f22705",39,0,7.44669882113029e-05,NA,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",""
"1057","D_3__Sphingobacteriales_D_4__env.OPS_17$9fbfe3ef6b130d4e44d8901c811dc788",0,39,7.44669882113029e-05,NA,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17","",""
"1058","bb1ae6114d23b33330b8c7079e18b90b$Unassigned",0,39,7.44669882113029e-05,NA,"Unassigned","","","","","",""
"1059","D_3__Micavibrionales_D_4__Micavibrionaceae$c24afc6e6cdea9b1acfb2c7311c7b75e",0,39,7.44669882113029e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","",""
"1060","D_3__Rhizobiales_D_4__Xanthobacteraceae$d4dda6c751bea11b138c881190a38b54",0,39,7.44669882113029e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudorhodoplanes",""
"1061","D_3__Micavibrionales_D_4__Micavibrionaceae$e83612b40ccd037ef2c36f98addcf1cb",0,39,7.44669882113029e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","",""
"1062","D_3__Rhizobiales_D_4__Hyphomicrobiaceae$f84a8c1a2028f730f1612bd5b394fb63",0,39,7.44669882113029e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",""
"1063","D_3__Oligoflexales_D_4__0319-6G20$fa5e718192288eb48f9c98a3877640d0",0,39,7.44669882113029e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","",""
"1064","D_3__Rhizobiales_D_4__Rhizobiales_Incertae_Sedis$fdcad225a8df166bd0280d0297148d86",0,39,7.44669882113029e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Phreatobacter",""
"1065","D_3__Caulobacterales_D_4__Hyphomonadaceae$ff9b31bfaeb0234bedb090522e847ee4",0,39,7.44669882113029e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02",""
"1066","D_3__Legionellales_D_4__Legionellaceae$453f9ff47e90567f896cc1c37b66cbb4",0,38,7.2557578257167e-05,1.91948649897179e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",""
"1067","D_3__Alteromonadales_D_4__Colwelliaceae$0005bc6849832eb85d6bf03806262026",38,0,7.2557578257167e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia",""
