asv,KOSMOS-D1-M1BS,KOSMOS-D1-MPBS,KOSMOS-D15-DW2,KOSMOS-D15-M1AS,KOSMOS-D15-MPAS,KOSMOS-D24-M1A,KOSMOS-D24-MPAS,KOSMOS-D3-control1,KOSMOS-D3-control2,KOSMOS-D32-M1AS,KOSMOS-D32-MPAS,KOSMOS-D36-M1AS,KOSMOS-D36-MPAS,KOSMOS-D42-M1AS,KOSMOS-D42-MPAS,KOSMOS-D48-M1AS,KOSMOS-D48-MPAS,KOSMOS-D8-DW1,KOSMOS-D8-DW2,KOSMOS-D8-M1AS,KOSMOS-D8-MPAS,taxonomy
d4f38da30562d746c8ccd69d8e134e2d,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae
d5fed0a230bbed34e797f670114f9340,0,0,18,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfobacterales;D_4__Desulfobulbaceae;D_5__Desulforhopalus
d0135a300bcd6abba70a4eccc55e9af5,0,0,4,0,0,2,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,Unassigned
134c4a0104fdbfc2435fdb8593507728,0,0,3,0,11,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__uncultured
c6b54382ae304418a435299e51832111,0,0,0,21,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__SM2D12;D_5__uncultured bacterium;D_6__uncultured bacterium
f86294e598baa1bd7eca0f310ac9747d,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__PB19;D_4__uncultured delta proteobacterium;D_5__uncultured delta proteobacterium;D_6__uncultured delta proteobacterium
bb7d27ede1428f223cb2cc1595f7a1e7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,Unassigned
c34fb6cb0c47623c89392feec1c4bfd0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__PB19
a2d93ddaf30f11e35972a4f804e0abab,0,0,0,0,7,0,0,0,6,0,0,0,6,0,9,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfobacterales;D_4__Desulfobulbaceae;D_5__uncultured
62381f958d43bd10cb139065918c17cb,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade
feae2dc620df15941b5925d0e43abf6b,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__uncultured bacterium;D_6__uncultured bacterium
a02d80912d0f52ba6cea2f522886340d,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__PB19;D_4__uncultured delta proteobacterium;D_5__uncultured delta proteobacterium;D_6__uncultured delta proteobacterium
561c207babe4376d56c37fb269095e99,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
0705f2cdb15e4d9c84ce2e54a952499f,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Cyanobacteria;D_2__Melainabacteria;D_3__Obscuribacterales;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
f40cb0ab84f2eca0f04ceb36c95fccbb,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Spirochaetes;D_2__MVP-15;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
e6a5e6cde347829109865c1d78cbd24b,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Verrucomicrobiaceae;D_5__uncultured;D_6__uncultured bacterium
5ec9808ecc8f7ede4c33e23c56d7e3b4,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bacteriovoracaceae;D_5__uncultured;D_6__uncultured bacterium
b40d2fe7e91bdc4012e5e7d8608bce4d,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Cyanobacteria;D_2__Melainabacteria;D_3__Obscuribacterales;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
366a5ba90cb7aeb26435b9b3ca72af26,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4);D_3__11-24;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
6b0ef2e58227e79be5581e5ef8595a4a,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Oligoflexales;D_4__0319-6G20;D_5__metagenome;D_6__metagenome
18921bbe7fc095d47d4211f9705c6f29,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Omnitrophicaeota;D_2__uncultured bacterium;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
1419abcf577f5907aa1e1358f61d17dd,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Rhodocyclaceae
fea743fb62ab1e8c09c85a1632095b2c,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bdellovibrionaceae;D_5__Bdellovibrio;D_6__unidentified
3125e8cf483f9f1b8b022645f9fd39cf,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caulobacterales;D_4__Hyphomonadaceae;D_5__Hirschia
a31a233d776aa9745452a9f9da6f1285,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__uncultured
95cfc3b87a6bb148265d1d4952f77df0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Paracaedibacterales;D_4__Paracaedibacteraceae;D_5__uncultured
fab183ec4504b40a5d4c31591b92f519,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Dadabacteria;D_2__Dadabacteriia;D_3__Dadabacteriales;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
2a17a03a8792a6020082a0eb72ab9c8a,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
bba91a430191f696f3486ba2918a3e70,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Xanthobacteraceae;D_5__uncultured;D_6__uncultured bacterium
3515d136ea49a61b3ec0ac552a8d945b,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Acidiferrobacterales;D_4__Acidiferrobacteraceae;D_5__Sulfurifustis;D_6__uncultured proteobacterium
98516bff95bd9e24ef03ba966c446c7b,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Patescibacteria;D_2__WWE3;D_3__uncultured Parcubacteria group bacterium;D_4__uncultured Parcubacteria group bacterium;D_5__uncultured Parcubacteria group bacterium;D_6__uncultured Parcubacteria group bacterium
8bf5309c7807b31b71292d5ea97ab324,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Legionellales;D_4__Legionellaceae;D_5__Legionella;D_6__uncultured bacterium
4526a9330e29ceaa68c43652758af93e,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Spirochaetes;D_2__Leptospirae;D_3__Leptospirales;D_4__Leptospiraceae;D_5__Leptospira;Ambiguous_taxa
fbdc557e7ea073dadcc5c70834a44a75,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Legionellales;D_4__Legionellaceae;D_5__Legionella
0225f7b25b765e02f67cda8daaa7633b,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Rhodothermia;D_3__Balneolales;D_4__Balneolaceae;D_5__Balneola;D_6__uncultured Balneola sp.
2b8c480f421f8951a006a6582f22aab3,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,Unassigned
2412d64c0c13f18c41d6795c6de43d7e,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Phycisphaerales;D_4__Phycisphaeraceae;D_5__SM1A02;D_6__uncultured Planctomycetales bacterium
3b2bca7c65f98a4c1dff2fc4115d2516,0,0,0,0,0,0,0,0,0,20,0,8,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XII;D_5__Fusibacter;D_6__uncultured bacterium
7ebfbf26327499d4a6ab34fd7bc00756,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,11,0,0,0,0,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Polaribacter 4
0cafd6287dedf7e56038db84d647be2b,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfobacterales;D_4__Desulfobacteraceae
baa6280483534b793f8848add0ef84fa,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,12,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Cyclobacteriaceae;D_5__Fabibacter;Ambiguous_taxa
bee4d1d027f8730fc0502835b9f7115a,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,3,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfovibrionales;D_4__Desulfovibrionaceae;D_5__Desulfovibrio
9bfcb79b409b77a5c613d159670f84e4,0,0,0,0,0,0,0,0,0,11,0,14,0,0,3,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfobacterales;D_4__Desulfobulbaceae;D_5__Desulforhopalus;D_6__uncultured bacterium
9f84b187674d251f1b888821a0df0eed,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae;D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
fac6ef604add37af6f7579b0da09e231,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__NS9 marine group;D_5__uncultured marine bacterium;D_6__uncultured marine bacterium
620e8a91ad37a7cebf0231dae6c2d5c0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,17,0,0,0,0,0,0,D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales;D_4__Thiovulaceae;D_5__Sulfurimonas;D_6__uncultured bacterium
0735f7dd53124933f9dd294d15e66078,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Micavibrionales;D_4__Micavibrionaceae;D_5__uncultured;D_6__uncultured bacterium
ed90f9b4a11d37d924eb397482cca3b5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae
aa6cc75291ffefead52d67d8e02ff7a3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__HIMB11
d8aa0e75c11ed156c33087fbada029e1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Sulfitobacter
c8a0fa29a5920f04e99fcb730e89e6fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,D_0__Bacteria;D_1__Patescibacteria;D_2__ABY1;D_3__Candidatus Uhrbacteria;D_4__marine metagenome;D_5__marine metagenome;D_6__marine metagenome
2f6973ea6581b8664a92b197cbad051f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__HIMB11
aa59d875168a950c9550e0076a317ce2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II
77bd0b0ea3a2d84080caab5266ae5557,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
703ae4ac7b59f44e41e3f82aab69eca7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,D_0__Bacteria;D_1__Firmicutes;D_2__Erysipelotrichia;D_3__Erysipelotrichales;D_4__Erysipelotrichaceae;D_5__ZOR0006;D_6__uncultured bacterium
daf47953c27eeb962d462d3c66de05fe,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Colwelliaceae;D_5__Colwellia
3a905e0512b4c6654112bcc6e85afee4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Alteromonadaceae;D_5__Alteromonas
18ebe796a3bb3cc8ce831b88cc415855,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prolixibacteraceae;D_5__Roseimarinus;D_6__uncultured bacterium
71bb150485c9e79b62cbe8498f1d2ce6,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
8924e6e36bd4391e765e853a66a03bc6,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia
d8f743a33ccf88774777273ade97fc83,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Moraxellaceae;D_5__Acinetobacter
0b5bc764bfa9617522de125771ca9402,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae
25e8c2e38f70d996fb598c95d33495a2,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
7476219a30709c7e885f1e2e352140ae,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Nitrospirae;D_2__4-29-1;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
84dc404da4c99ee0b0e72d3b16c0ac21,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__KD3-93
fa614e885a18bb0a9520a6c8fd0b814f,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__SM2D12;D_5__uncultured bacterium;D_6__uncultured bacterium
752013170ac75bc5a91233c963e49465,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Micavibrionales;D_4__uncultured;D_5__uncultured bacterium;D_6__uncultured bacterium
0cd7ce5537fd134a2fe38917358beecc,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas
0520828f8f75af32f553cd0866de1432,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__SM2D12;D_5__uncultured bacterium;D_6__uncultured bacterium
9d87d128332394631d66af4fe172647f,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Sphingomonas
3559b6251dce33f1a2e22ed57bec8a55,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Cytophagaceae;D_5__Cytophaga;D_6__uncultured bacterium
35f50fda65e0c6030086c6f2ea445356,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Nitrospirae;D_2__Nitrospira;D_3__Nitrospirales;D_4__Nitrospiraceae;D_5__Nitrospira
3e86ef3a0b38769c659c6173529653aa,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
e702887454f13c3a224bc8008792f6c8,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
922dd01daeb57567bada1034a32e465d,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Reyranellales;D_4__Reyranellaceae;D_5__Reyranella
603b55898a236f93febc9c79081bce42,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Defluviimonas
07fb700d0c61eaf74b52899242f5ac74,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Pedosphaerales;D_4__Pedosphaeraceae
2885c7b12d2ffc12ee21e03ddfe78941,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
1382efd260da2e90d41878c7822f70ca,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__AEGEAN-169 marine group;D_5__uncultured bacterium;D_6__uncultured bacterium
02dff175a7ced8b878257163309a5f0b,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
06725974bce7fa6bdc1409ef600dc34c,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Omnitrophicaeota;D_2__uncultured bacterium;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
23c4fc1bf383dfff6d650373e0c33339,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Omnitrophicaeota
2c53f519e7c8a0b43189f453bffd5f13,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
e3067780ec8bcb59ff2db680a1cbe22a,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
55d617b8509f6ae551f24a31afc170cf,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Holosporales;D_4__Holosporaceae;D_5__uncultured;D_6__uncultured bacterium
b1b7e499261262a365e3c0a172c3491b,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
64b8017abce200ee0eeb1a92f10cfde6,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__Polyangiaceae;D_5__Pajaroellobacter
1b7cc4ab741e335f6321275b04806440,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Methylophilaceae
f2fba53fa68ad2a7d2b8231e37dc6a91,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4);D_3__11-24;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
340820d65a2a45428759bc668c7e17e8,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
b75d3f1bba8a64a33b44c4385828d48c,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Xanthomonadales;D_4__Xanthomonadaceae;D_5__Lysobacter
ce260878c4e5cd4da0966685959680df,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__SAR324 clade(Marine group B)
01b31ab14d39fa3f3819dd748fe999a8,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__uncultured
a68158c12853cbda01c7e4741fb12026,0,0,0,0,0,0,0,0,0,0,4,0,3,0,12,0,8,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Parvibaculales;D_4__OCS116 clade
9780f0da9a66b50534673ba54ded9763,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Vibrionales;D_4__Vibrionaceae;D_5__Vibrio
1956073ccdc08d139b20ba1485aa37d8,0,0,0,0,0,0,0,0,0,0,0,14,0,6,0,0,0,7,0,0,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prolixibacteraceae;D_5__Draconibacterium;D_6__uncultured bacterium
2fae15ba6543bcab2ee3aeb29cc45f23,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,5,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae;D_5__uncultured
ee714709807b50fdcade993bda13e537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Porticoccaceae;D_5__SAR92 clade
c24fc4b7e98ce35e331efe4d303cdae4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,12,0,0,0,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Cryomorphaceae;D_5__uncultured
cedb78190ed3c14df762eb94af3e8c5e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Kordiimonadales;D_4__uncultured;D_5__uncultured alpha proteobacterium;D_6__uncultured alpha proteobacterium
c778a0987d398c7c652ee5069c0c69e7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,Unassigned
b61549149b4ceb53cfbba6910b25f968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae
efda76d62a26e3f7fe3a2af5ea24bccb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Verrucomicrobiaceae;D_5__Prosthecobacter;D_6__uncultured bacterium
88d1e6f5829a8a4f23346bbe682c4c53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Cryomorphaceae;D_5__uncultured
