asv,KOSMOS-D1-M1BS,KOSMOS-D1-MPBS,KOSMOS-D15-DW2,KOSMOS-D15-M1AS,KOSMOS-D15-MPAS,KOSMOS-D24-M1A,KOSMOS-D24-MPAS,KOSMOS-D3-control1,KOSMOS-D3-control2,KOSMOS-D32-M1AS,KOSMOS-D32-MPAS,KOSMOS-D36-M1AS,KOSMOS-D36-MPAS,KOSMOS-D42-M1AS,KOSMOS-D42-MPAS,KOSMOS-D48-M1AS,KOSMOS-D48-MPAS,KOSMOS-D8-DW1,KOSMOS-D8-DW2,KOSMOS-D8-M1AS,KOSMOS-D8-MPAS,taxonomy
e73d90ce437edde4f9dbc33dc86fe959,19,14,0,16,14,0,81,0,0,0,0,0,0,0,0,0,0,0,0,83,14,D_0__Bacteria;D_1__Spirochaetes;D_2__Leptospirae;D_3__Leptospirales;D_4__Leptospiraceae;D_5__Turneriella;D_6__uncultured marine bacterium
bb84a4b7393d167657d9236b941641e5,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Ga0077536
684e8f63a83ab02da2e737488aea6f20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,200,0,0,Unassigned
32d7ea6bfafda3d4b04c566573ba8da1,0,0,0,0,0,17,0,0,40,0,0,0,0,0,0,0,0,55,128,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Cellvibrionaceae;D_5__Aestuariicella
a09f01d2e2aae731cb78a99e291d195c,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bdellovibrionaceae;D_5__Bdellovibrio;D_6__uncultured bacterium
099da7f81fb9c2e7faa22d221ed1bba2,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Nitrospirae;D_2__Nitrospira;D_3__Nitrospirales;D_4__Nitrospiraceae;D_5__Nitrospira;D_6__uncultured bacterium
5adb85986d77f4c49aac0d95783bcb13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,77,D_0__Bacteria;D_1__Nitrospinae;D_2__Nitrospinia;D_3__Nitrospinales;D_4__Nitrospinaceae;D_5__Nitrospina;D_6__uncultured marine bacterium
37ddc2b6833a76c17bd83e160b964b43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,77,0,24,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Thiomicrospirales;D_4__Thioglobaceae;D_5__SUP05 cluster
c7537e7678e0e5b4c8b551428ab86c83,14,12,0,0,19,0,43,114,0,0,3,0,6,0,3,0,5,0,0,0,20,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Coxiellales;D_4__Coxiellaceae;D_5__Coxiella;D_6__uncultured bacterium
b6cb5ec9461979d3cb2df00acfe6f7d0,0,0,227,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Alteromonadaceae;D_5__Alteromonas
ba0a12ec3fe0aadd6065995f6e26aa04,0,0,0,0,0,0,0,0,0,45,0,111,0,0,0,51,0,0,32,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfobacterales;D_4__Desulfobacteraceae;D_5__Desulfobacter;D_6__uncultured bacterium
e6f40046417280470e996e2a49e57df9,19,27,89,32,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,38,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Rubripirellula
874ecf18549028002f49a51fbdc4099d,0,0,8,0,0,0,0,58,18,0,0,0,0,0,0,0,0,125,5,0,23,Unassigned
3a9459f9c52cd3f79490c50516e1c01f,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__NS5 marine group;D_6__uncultured bacterium
04b1e14774a76efc5750e7e0e5522e2b,0,0,0,0,102,0,0,0,0,8,96,0,0,0,14,0,0,0,0,0,17,D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales;D_4__Arcobacteraceae;D_5__Arcobacter
435b3249bde451ba179f64d7bc4a3c42,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Acetobacteroides;Ambiguous_taxa
734a673bc6883b5c3439b596d1527b76,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae
1a81ff348bf86b67acace34f43610feb,0,0,0,0,0,12,0,0,0,98,0,102,0,0,0,0,24,0,0,0,0,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Opitutales;D_4__Puniceicoccaceae;D_5__Coraliomargarita
ba7a6a4403d9e47553dd4fce354468b1,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Rhodocyclaceae;D_5__uncultured
f86b01f1ea0697ae28c82eacb6f41957,0,0,53,0,0,0,0,0,0,0,38,0,16,0,66,0,0,62,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib
a925bc91aa1108d40aab106bae3f44df,0,0,0,0,20,0,45,0,0,0,0,0,0,0,31,0,139,0,0,0,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__NS7 marine group;D_5__uncultured bacterium;D_6__uncultured bacterium
12be920bc60c6cf0fe3836bd6306becb,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Hydrogenophilaceae;D_5__uncultured;Ambiguous_taxa
e7a58ca9c866ae4e682bd527952e382c,0,0,0,0,0,0,0,0,0,0,58,0,21,0,125,0,30,0,0,0,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae;D_5__uncultured;D_6__uncultured marine bacterium
eb2d4a24cde0675cddf8ca942d210051,0,0,69,0,129,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,28,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__SM2D12;D_5__uncultured bacterium;D_6__uncultured bacterium
15abe67b3e700f97befde14b59df5406,17,32,0,17,20,17,4,0,0,3,15,0,7,0,0,0,5,40,0,0,55,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__EF100-94H03
38c9ee3461dcb04ad5c0b72bb8a7da1b,42,0,0,0,21,0,31,0,0,0,56,0,0,0,0,0,54,0,0,0,27,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia
4299b1acda53689768bc1af065ffc99c,0,0,29,185,0,7,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Methylococcales;D_4__Cycloclasticaceae;D_5__Cycloclasticus
a3cb647b77ad0ddd449f024a909d7471,0,0,0,12,0,39,0,0,0,15,0,43,0,12,7,102,0,0,0,0,0,Unassigned
bdd1c66abdea831b497e4c349e009194,0,0,0,0,37,0,0,0,0,0,0,0,24,0,73,0,96,0,0,0,0,Unassigned
ef9122a1e9070cb4ccfa8cd1101ae2ea,0,0,0,0,0,0,215,0,0,15,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Idiomarinaceae;D_5__Idiomarina
79e5bf1ee5a14d5db4acc1d1ee98730c,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
ceb81b3ad2e4770f1defa39ccce5db10,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Rubritaleaceae;D_5__Roseibacillus
1038add41ab29338542682636d060488,13,0,0,0,0,0,34,0,0,0,0,0,6,0,28,0,0,0,0,114,34,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Porticoccaceae;D_5__SAR92 clade
96d06800f7155394e0fbfa0999166fb0,0,0,99,0,0,0,0,0,4,0,6,0,0,0,0,0,0,39,81,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Halieaceae;D_5__Halioglobus
5141a085a19eab6dfd48ac58cb7456c2,0,0,0,0,79,0,78,0,0,0,0,0,0,0,0,0,72,0,0,0,0,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Opitutales;D_4__Puniceicoccaceae;D_5__MB11C04 marine group;D_6__uncultured bacterium
fc4418813b76c60bb06f607a39c3adaa,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XII;D_5__Fusibacter;D_6__uncultured bacterium
ff796fe6964d6e567cb6f293887113c5,0,0,0,0,0,3,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
41c52b0471e44801fbb14e990395600f,0,0,0,0,0,2,0,0,22,0,0,0,0,0,0,0,0,55,149,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Saccharospirillaceae;D_5__uncultured
6d8d05ed97f13abef6be3667f83e6756,0,0,0,0,0,0,15,0,0,0,61,0,0,0,80,0,72,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__SAR86 clade
165d6f53e1b1b8343234a6ff9c5afb1e,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Mesoflavibacter;Ambiguous_taxa
a3b28a5f1d8ef3b45c4fa799ab111835,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Dongiales;D_4__Dongiaceae;D_5__Dongia
d80a2690603e11fce9988d1dd83c8257,160,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Rubritaleaceae;D_5__Roseibacillus;D_6__uncultured marine bacterium
d78d6043eefc02225ac6bc2290fcf29d,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria
4d9929237da76e012ccd49793b57779c,0,0,7,27,0,11,0,0,0,0,8,3,6,0,5,0,16,109,4,0,28,D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Campbellbacteria;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
440c74f7b3f5177092a7847f3428eca2,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Sediminibacterium
5de1bed87046fb4c1979cf028ea4a1ec,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae
be5fdd826b0205bb36933902f1f29f72,28,3,0,13,38,0,45,0,2,0,0,0,0,0,26,0,48,0,0,0,19,Unassigned
0453732cd17ef5a4171f49fa6df2be12,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Flavobacterium
f4a1d4ff129eb4ff25632709591360a0,4,3,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
d75f88053e30059712dd219c0c94ea11,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
c7b0b837c2e2bf20271db4efc1581a12,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
7e8b8228c0afccf36d110bd81c5b2267,0,0,0,0,0,0,0,0,0,21,12,0,0,0,18,63,107,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Erythrobacter
498abd0d370e49ba4356dea591089a6f,17,29,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,106,6,0,46,D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Microtrichaceae;D_5__Sva0996 marine group
2d7094fa5b27868e7d22c6bd7156d0f7,12,3,102,0,0,0,0,0,0,0,0,0,0,0,27,0,4,43,24,0,5,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Nitrincolaceae;D_5__Neptuniibacter
91a4ddf8692ec7d070c4d119672c9829,0,0,160,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,24,28,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Limnobacter;D_6__uncultured organism
ef5d1d820efbf5d7b601fffeb41246d7,0,0,0,54,0,0,163,0,0,3,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Cyanobacteria;D_2__Sericytochromatia;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
907b38bc6e79ad3f043b7962e26adb1b,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Holosporales;D_4__Holosporaceae;D_5__uncultured;D_6__uncultured bacterium
3e33fea8687bd3f9d3b37fa8a9dfa0d9,0,0,0,0,0,0,0,0,168,6,6,0,0,18,0,0,21,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__SM2D12;D_5__uncultured bacterium;D_6__uncultured bacterium
8326e30fbefec254f3bf222899183665,0,0,0,0,0,0,0,0,0,0,112,0,0,0,107,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__SAR324 clade(Marine group B)
543b43d6d162099893f961b3676d9036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,32,0,41,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__NS2b marine group
b9ac953463e8c37c8abcc46d69b3023e,146,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__NS4 marine group
b49b785201c8f127a64bac4d95df8d9c,0,0,50,0,0,0,0,0,0,9,0,23,18,10,10,92,0,5,0,0,0,D_0__Bacteria;D_1__Patescibacteria;D_2__Microgenomatia;D_3__Candidatus Pacebacteria;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
4fca7c5fce73b49f01b8c1b33e9e71f7,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria
9f8114c8c445fca16779fa25a93654a4,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Nitrospirae;D_2__Nitrospira;D_3__Nitrospirales;D_4__Nitrospiraceae;D_5__Nitrospira
313424d66113353a8b507459988e12cb,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,169,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade
c3eb01050f3ac85f3838dc2df2e5f070,0,0,98,0,53,0,18,0,0,0,0,0,0,0,0,0,0,16,0,0,30,Unassigned
e3d0a6fc2400799c79750c333f9b3ccd,0,0,0,0,0,174,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Thiomicrospirales;D_4__Thioglobaceae;D_5__SUP05 cluster
8369f39d3cfbfba95c78bf0180b43060,0,0,0,0,0,0,12,0,0,0,9,0,35,0,119,0,40,0,0,0,0,Unassigned
6dedc96a67367806bcecd6f52c938ccd,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae;D_5__Synechococcus CC9902
dab08874083941f1173b2f5293c51f25,131,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae;D_5__Synechococcus CC9902
4d2cccb53ccbbf523cb2bb47ef6459fa,0,0,0,0,0,0,0,0,0,0,135,0,33,0,29,0,17,0,0,0,0,D_0__Bacteria;D_1__Nitrospinae;D_2__Nitrospinia;D_3__Nitrospinales;D_4__Nitrospinaceae;D_5__LS-NOB
4f27774e266bf310605968be29c53e4a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,79,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria
8b71d7c8b861bbfe150091bc1f199017,46,26,0,92,0,10,0,0,0,12,0,0,0,0,0,0,0,0,0,0,27,D_0__Bacteria;D_1__Planctomycetes;D_2__OM190
f269c3548a7ada1026d9f821bcf2f454,0,0,198,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Rickettsiaceae;D_5__uncultured;D_6__metagenome
5e3f6f65ce8d7d04fc8d50e93c05eee3,78,65,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Ilumatobacteraceae;D_5__uncultured
14554838ddaf22f4cf64c56e970adb3f,10,9,0,0,63,0,4,0,0,0,50,0,0,0,0,0,0,0,0,73,3,D_0__Bacteria;D_1__Planctomycetes;D_2__BD7-11;D_3__uncultured planctomycete;D_4__uncultured planctomycete;D_5__uncultured planctomycete;D_6__uncultured planctomycete
66773ca3fb781808bd14d90ab9615b38,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae
030707dc9c77349c13d2167169c442d1,0,0,0,0,7,0,0,0,0,0,0,0,117,23,65,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Vibrionales;D_4__Vibrionaceae;D_5__Vibrio;D_6__uncultured bacterium
cda1fda52954b2b31db09e2dd149d29b,0,0,0,0,0,54,37,0,0,0,121,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Pedosphaerales;D_4__Pedosphaeraceae;D_5__SCGC AAA164-E04;D_6__uncultured bacterium
4a90a907a36c72766b4e27e2a8e0270d,3,0,0,3,28,0,11,8,0,0,4,0,14,0,0,100,0,0,0,0,40,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bdellovibrionaceae;D_5__OM27 clade
0dfb89c314ac13fde9579c42ae7b9bf5,79,79,0,19,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,8,0,D_0__Bacteria;D_1__Margulisbacteria;D_2__metagenome;D_3__metagenome;D_4__metagenome;D_5__metagenome;D_6__metagenome
3253d4a42a43132a2c91ae711c796877,0,0,0,0,0,39,0,0,0,61,0,73,0,0,0,37,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Porticoccaceae;D_5__SAR92 clade;D_6__uncultured marine bacterium
fb1e6af6f5fe541c18ac406846407b78,0,0,0,0,0,14,111,0,11,6,0,16,0,0,10,7,0,0,0,35,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Halomonadaceae;D_5__Halomonas
77d679b2587baf43e5ccb33015afb49b,14,0,0,0,28,0,38,0,0,0,0,0,0,0,28,0,0,20,0,0,81,Unassigned
d4ac56d1a57b34b301753061315e5ed5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,26,0,40,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sneathiellales;D_4__Sneathiellaceae;D_5__Sneathiella;D_6__uncultured alpha proteobacterium
3b65eea691765afb8ce520d75f9772bd,0,0,0,0,0,0,0,0,58,0,151,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Hyphomicrobiaceae;D_5__Hyphomicrobium
cbb19a4d2ca85940cb866609184978fc,21,38,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,7,0,0,132,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bacteriovoracaceae;D_5__Peredibacter;D_6__uncultured bacterium
3c3e3f4a68ed7c4003fb98bedc08ab76,17,18,0,8,3,0,34,0,0,0,105,0,12,0,0,0,7,0,0,0,3,Unassigned
57fb8c7460710ad8baf82bde04f06761,0,6,34,0,0,0,0,59,0,0,0,0,0,0,0,0,11,49,12,0,36,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Thiomicrospirales;D_4__Thiomicrospiraceae;D_5__endosymbionts;D_6__uncultured bacterium
26f9ab0ba36af1df316d1aa460f0c91f,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Novosphingobium
3f779f3d3cbc428357102f6247e80f76,0,0,0,0,0,0,0,0,0,65,0,66,7,10,41,10,8,0,0,0,0,D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia;D_3__Saccharimonadales
de50657c221bee77b8005d2dbbf42231,101,19,0,0,0,0,0,42,16,0,5,0,0,0,14,0,9,0,0,0,0,Unassigned
dc5bf3ac6884e0a3195f54537bd392b3,21,20,0,0,12,0,17,0,0,0,18,0,63,0,18,0,19,0,0,0,18,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__uncultured;Ambiguous_taxa;Ambiguous_taxa
a1f4d336238f913bd86c8ce115cc802b,0,12,0,101,0,0,3,0,0,0,8,0,31,0,7,0,33,3,0,4,4,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Opitutales;D_4__Puniceicoccaceae;D_5__MB11C04 marine group
df81d8cd46616ba9fa2f44bafb94b77e,0,0,0,11,0,57,0,0,0,125,0,9,0,0,0,0,0,0,0,4,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Erythrobacter
04a732956b404f6a5e6b8273856b9ff0,14,0,0,0,0,0,0,0,0,0,114,0,77,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Nitrospinae;D_2__Nitrospinia;D_3__Nitrospinales;D_4__Nitrospinaceae;D_5__LS-NOB
3c85a50750a89ef3694cf077c984473c,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Cryomorphaceae;D_5__uncultured
b2cbc36a3f46798489b7ea0ead541ce2,0,0,0,0,0,0,41,0,0,0,61,0,0,24,15,64,0,0,0,0,0,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Corynebacteriales;D_4__Nocardiaceae;D_5__Rhodococcus
632e3f61dbc6a253bb2e59eb79bfdcfe,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
255189a4c3fdd51df936e4820027be09,0,0,0,0,0,0,0,0,0,70,0,123,0,0,0,12,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae
9006b3788f7978e4d22883bccd446310,41,18,0,7,31,18,15,0,0,17,18,0,5,0,8,8,10,0,0,0,8,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II
e89fd5d1f382f9ad24c693ae52dacd42,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XII;D_5__Fusibacter;D_6__uncultured bacterium
95156a4bab958a2794d365546aaaad50,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Mesoflavibacter;Ambiguous_taxa
5e432d3c9fe7c693ed222dae87645d17,0,0,0,0,0,44,0,0,0,73,0,87,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Rubritaleaceae;D_5__Persicirhabdus;D_6__uncultured bacterium
d5441dfe060eb279e51ced473d3061fd,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Pseudoalteromonadaceae;D_5__Pseudoalteromonas
d8aca2afe37cee6bc269706c93837278,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae
